source,SNVAng
demandMatrix-abilene-zhang-5min-20040304-2300.txt,157.45768
demandMatrix-abilene-zhang-5min-20040304-2305.txt,142.12759000000003
demandMatrix-abilene-zhang-5min-20040304-2310.txt,148.72565799999998
demandMatrix-abilene-zhang-5min-20040304-2315.txt,148.79200699999998
demandMatrix-abilene-zhang-5min-20040304-2320.txt,134.139096
demandMatrix-abilene-zhang-5min-20040304-2325.txt,133.174038
demandMatrix-abilene-zhang-5min-20040304-2330.txt,151.318322
demandMatrix-abilene-zhang-5min-20040304-2335.txt,138.341415
demandMatrix-abilene-zhang-5min-20040304-2340.txt,135.74209600000003
demandMatrix-abilene-zhang-5min-20040304-2345.txt,137.49008800000001
demandMatrix-abilene-zhang-5min-20040304-2350.txt,142.480799
demandMatrix-abilene-zhang-5min-20040304-2355.txt,138.43989399999998
demandMatrix-abilene-zhang-5min-20040305-0000.txt,127.23174099999999
demandMatrix-abilene-zhang-5min-20040305-0005.txt,141.62794
demandMatrix-abilene-zhang-5min-20040305-0010.txt,144.278658
demandMatrix-abilene-zhang-5min-20040305-0015.txt,146.48902199999998
demandMatrix-abilene-zhang-5min-20040305-0020.txt,140.880833
demandMatrix-abilene-zhang-5min-20040305-0025.txt,133.990027
demandMatrix-abilene-zhang-5min-20040305-0030.txt,159.345458
demandMatrix-abilene-zhang-5min-20040305-0035.txt,159.243914
demandMatrix-abilene-zhang-5min-20040305-0040.txt,157.90756100000002
demandMatrix-abilene-zhang-5min-20040305-0045.txt,158.784563
demandMatrix-abilene-zhang-5min-20040305-0050.txt,155.351472
demandMatrix-abilene-zhang-5min-20040305-0055.txt,144.62654500000002
demandMatrix-abilene-zhang-5min-20040305-0100.txt,133.479915
demandMatrix-abilene-zhang-5min-20040305-0105.txt,123.042187
demandMatrix-abilene-zhang-5min-20040305-0110.txt,122.025897
demandMatrix-abilene-zhang-5min-20040305-0115.txt,123.300989
demandMatrix-abilene-zhang-5min-20040305-0120.txt,130.897559
demandMatrix-abilene-zhang-5min-20040305-0125.txt,130.327184
demandMatrix-abilene-zhang-5min-20040305-0130.txt,126.99705600000001
demandMatrix-abilene-zhang-5min-20040305-0135.txt,130.9557
demandMatrix-abilene-zhang-5min-20040305-0140.txt,127.405781
demandMatrix-abilene-zhang-5min-20040305-0145.txt,138.142041
demandMatrix-abilene-zhang-5min-20040305-0150.txt,146.082584
demandMatrix-abilene-zhang-5min-20040305-0155.txt,130.376136
demandMatrix-abilene-zhang-5min-20040305-0200.txt,139.429636
demandMatrix-abilene-zhang-5min-20040305-0205.txt,146.947766
demandMatrix-abilene-zhang-5min-20040305-0210.txt,143.08810300000002
demandMatrix-abilene-zhang-5min-20040305-0215.txt,138.754775
demandMatrix-abilene-zhang-5min-20040305-0220.txt,132.477989
demandMatrix-abilene-zhang-5min-20040305-0225.txt,143.964313
demandMatrix-abilene-zhang-5min-20040305-0230.txt,141.662265
demandMatrix-abilene-zhang-5min-20040305-0235.txt,141.48456
demandMatrix-abilene-zhang-5min-20040305-0240.txt,141.004435
demandMatrix-abilene-zhang-5min-20040305-0245.txt,167.212571
demandMatrix-abilene-zhang-5min-20040305-0250.txt,173.261097
demandMatrix-abilene-zhang-5min-20040305-0255.txt,154.25546599999998
demandMatrix-abilene-zhang-5min-20040305-0300.txt,145.847173
demandMatrix-abilene-zhang-5min-20040305-0305.txt,151.528267
demandMatrix-abilene-zhang-5min-20040305-0310.txt,146.133234
demandMatrix-abilene-zhang-5min-20040305-0315.txt,147.48864
demandMatrix-abilene-zhang-5min-20040305-0320.txt,155.112527
demandMatrix-abilene-zhang-5min-20040305-0325.txt,149.895784
demandMatrix-abilene-zhang-5min-20040305-0330.txt,148.763586
demandMatrix-abilene-zhang-5min-20040305-0335.txt,146.486833
demandMatrix-abilene-zhang-5min-20040305-0340.txt,143.06417299999998
demandMatrix-abilene-zhang-5min-20040305-0345.txt,145.98354600000002
demandMatrix-abilene-zhang-5min-20040305-0350.txt,152.925456
demandMatrix-abilene-zhang-5min-20040305-0355.txt,147.015121
demandMatrix-abilene-zhang-5min-20040305-0400.txt,146.82130500000002
demandMatrix-abilene-zhang-5min-20040305-0405.txt,140.48296900000003
demandMatrix-abilene-zhang-5min-20040305-0410.txt,139.37689899999998
demandMatrix-abilene-zhang-5min-20040305-0415.txt,143.597289
demandMatrix-abilene-zhang-5min-20040305-0420.txt,140.816748
demandMatrix-abilene-zhang-5min-20040305-0425.txt,141.81780500000002
demandMatrix-abilene-zhang-5min-20040305-0430.txt,148.78850400000002
demandMatrix-abilene-zhang-5min-20040305-0435.txt,154.68615000000003
demandMatrix-abilene-zhang-5min-20040305-0440.txt,148.30971
demandMatrix-abilene-zhang-5min-20040305-0445.txt,140.944125
demandMatrix-abilene-zhang-5min-20040305-0450.txt,167.69502599999998
demandMatrix-abilene-zhang-5min-20040305-0455.txt,147.081109
demandMatrix-abilene-zhang-5min-20040305-0500.txt,125.365819
demandMatrix-abilene-zhang-5min-20040305-0505.txt,118.69023999999999
demandMatrix-abilene-zhang-5min-20040305-0510.txt,121.203403
demandMatrix-abilene-zhang-5min-20040305-0515.txt,126.48180500000001
demandMatrix-abilene-zhang-5min-20040305-0520.txt,128.836726
demandMatrix-abilene-zhang-5min-20040305-0525.txt,129.859168
demandMatrix-abilene-zhang-5min-20040305-0530.txt,127.26593500000001
demandMatrix-abilene-zhang-5min-20040305-0535.txt,121.08054
demandMatrix-abilene-zhang-5min-20040305-0540.txt,119.92564999999999
demandMatrix-abilene-zhang-5min-20040305-0545.txt,117.94598399999998
demandMatrix-abilene-zhang-5min-20040305-0550.txt,137.627048
demandMatrix-abilene-zhang-5min-20040305-0555.txt,135.85186
demandMatrix-abilene-zhang-5min-20040305-0600.txt,133.843214
demandMatrix-abilene-zhang-5min-20040305-0605.txt,129.18725
demandMatrix-abilene-zhang-5min-20040305-0610.txt,132.422857
demandMatrix-abilene-zhang-5min-20040305-0615.txt,138.579501
demandMatrix-abilene-zhang-5min-20040305-0620.txt,142.27139200000002
demandMatrix-abilene-zhang-5min-20040305-0625.txt,130.433237
demandMatrix-abilene-zhang-5min-20040305-0630.txt,135.964417
demandMatrix-abilene-zhang-5min-20040305-0635.txt,127.904767
demandMatrix-abilene-zhang-5min-20040305-0640.txt,130.735042
demandMatrix-abilene-zhang-5min-20040305-0645.txt,140.49132699999998
demandMatrix-abilene-zhang-5min-20040305-0650.txt,141.87746399999997
demandMatrix-abilene-zhang-5min-20040305-0655.txt,135.45794500000002
demandMatrix-abilene-zhang-5min-20040305-0700.txt,139.41141000000002
demandMatrix-abilene-zhang-5min-20040305-0705.txt,132.284005
demandMatrix-abilene-zhang-5min-20040305-0710.txt,137.17376399999998
demandMatrix-abilene-zhang-5min-20040305-0715.txt,141.24745299999998
demandMatrix-abilene-zhang-5min-20040305-0720.txt,132.739381
demandMatrix-abilene-zhang-5min-20040305-0725.txt,137.57739000000004
demandMatrix-abilene-zhang-5min-20040305-0730.txt,147.173446
demandMatrix-abilene-zhang-5min-20040305-0735.txt,140.72622900000002
demandMatrix-abilene-zhang-5min-20040305-0740.txt,129.865865
demandMatrix-abilene-zhang-5min-20040305-0745.txt,136.03361099999998
demandMatrix-abilene-zhang-5min-20040305-0750.txt,144.37086599999998
demandMatrix-abilene-zhang-5min-20040305-0755.txt,126.913557
demandMatrix-abilene-zhang-5min-20040305-0800.txt,132.071663
demandMatrix-abilene-zhang-5min-20040305-0805.txt,125.28672600000002
demandMatrix-abilene-zhang-5min-20040305-0810.txt,135.830082
demandMatrix-abilene-zhang-5min-20040305-0815.txt,139.327653
demandMatrix-abilene-zhang-5min-20040305-0820.txt,140.376865
demandMatrix-abilene-zhang-5min-20040305-0825.txt,138.753036
demandMatrix-abilene-zhang-5min-20040305-0830.txt,142.113995
demandMatrix-abilene-zhang-5min-20040305-0835.txt,142.06315700000002
demandMatrix-abilene-zhang-5min-20040305-0840.txt,145.447738
demandMatrix-abilene-zhang-5min-20040305-0845.txt,136.587727
demandMatrix-abilene-zhang-5min-20040305-0850.txt,148.83913
demandMatrix-abilene-zhang-5min-20040305-0855.txt,145.26807300000002
demandMatrix-abilene-zhang-5min-20040305-0900.txt,145.045355
demandMatrix-abilene-zhang-5min-20040305-0905.txt,120.305007
demandMatrix-abilene-zhang-5min-20040305-0910.txt,128.494664
demandMatrix-abilene-zhang-5min-20040305-0915.txt,124.745566
demandMatrix-abilene-zhang-5min-20040305-0920.txt,123.897355
demandMatrix-abilene-zhang-5min-20040305-0925.txt,114.80023499999999
demandMatrix-abilene-zhang-5min-20040305-0930.txt,131.14504699999998
demandMatrix-abilene-zhang-5min-20040305-0935.txt,131.849373
demandMatrix-abilene-zhang-5min-20040305-0940.txt,125.38442899999998
demandMatrix-abilene-zhang-5min-20040305-0945.txt,131.093444
demandMatrix-abilene-zhang-5min-20040305-0950.txt,145.424052
demandMatrix-abilene-zhang-5min-20040305-0955.txt,120.05568199999999
demandMatrix-abilene-zhang-5min-20040305-1000.txt,120.874704
demandMatrix-abilene-zhang-5min-20040305-1005.txt,114.840987
demandMatrix-abilene-zhang-5min-20040305-1010.txt,123.787972
demandMatrix-abilene-zhang-5min-20040305-1015.txt,120.958218
demandMatrix-abilene-zhang-5min-20040305-1020.txt,121.054166
demandMatrix-abilene-zhang-5min-20040305-1025.txt,117.03778
demandMatrix-abilene-zhang-5min-20040305-1030.txt,125.76065100000002
demandMatrix-abilene-zhang-5min-20040305-1035.txt,138.16206400000002
demandMatrix-abilene-zhang-5min-20040305-1040.txt,127.90426099999999
demandMatrix-abilene-zhang-5min-20040305-1045.txt,134.61639200000002
demandMatrix-abilene-zhang-5min-20040305-1050.txt,140.394255
demandMatrix-abilene-zhang-5min-20040305-1055.txt,118.96309999999998
demandMatrix-abilene-zhang-5min-20040305-1100.txt,110.05701
demandMatrix-abilene-zhang-5min-20040305-1105.txt,106.899469
demandMatrix-abilene-zhang-5min-20040305-1110.txt,106.360744
demandMatrix-abilene-zhang-5min-20040305-1115.txt,110.14244899999998
demandMatrix-abilene-zhang-5min-20040305-1120.txt,117.27293399999999
demandMatrix-abilene-zhang-5min-20040305-1125.txt,104.78578
demandMatrix-abilene-zhang-5min-20040305-1130.txt,118.35003800000001
demandMatrix-abilene-zhang-5min-20040305-1135.txt,124.31727700000002
demandMatrix-abilene-zhang-5min-20040305-1140.txt,114.63184199999999
demandMatrix-abilene-zhang-5min-20040305-1145.txt,121.965466
demandMatrix-abilene-zhang-5min-20040305-1150.txt,131.67938
demandMatrix-abilene-zhang-5min-20040305-1155.txt,115.130932
demandMatrix-abilene-zhang-5min-20040305-1200.txt,112.579938
demandMatrix-abilene-zhang-5min-20040305-1205.txt,96.800973
demandMatrix-abilene-zhang-5min-20040305-1210.txt,98.59293199999999
demandMatrix-abilene-zhang-5min-20040305-1215.txt,115.376751
demandMatrix-abilene-zhang-5min-20040305-1220.txt,102.83131
demandMatrix-abilene-zhang-5min-20040305-1225.txt,118.091067
demandMatrix-abilene-zhang-5min-20040305-1230.txt,130.854937
demandMatrix-abilene-zhang-5min-20040305-1235.txt,124.88908
demandMatrix-abilene-zhang-5min-20040305-1240.txt,106.329425
demandMatrix-abilene-zhang-5min-20040305-1245.txt,103.69324900000001
demandMatrix-abilene-zhang-5min-20040305-1250.txt,108.619005
demandMatrix-abilene-zhang-5min-20040305-1255.txt,84.9321
demandMatrix-abilene-zhang-5min-20040305-1300.txt,98.585471
demandMatrix-abilene-zhang-5min-20040305-1305.txt,109.544064
demandMatrix-abilene-zhang-5min-20040305-1310.txt,105.361989
demandMatrix-abilene-zhang-5min-20040305-1315.txt,111.154714
demandMatrix-abilene-zhang-5min-20040305-1320.txt,115.490963
demandMatrix-abilene-zhang-5min-20040305-1325.txt,126.178011
demandMatrix-abilene-zhang-5min-20040305-1330.txt,120.32435699999999
demandMatrix-abilene-zhang-5min-20040305-1335.txt,129.04575599999998
demandMatrix-abilene-zhang-5min-20040305-1340.txt,125.61969
demandMatrix-abilene-zhang-5min-20040305-1345.txt,120.94733399999998
demandMatrix-abilene-zhang-5min-20040305-1350.txt,129.648208
demandMatrix-abilene-zhang-5min-20040305-1355.txt,113.52193899999999
demandMatrix-abilene-zhang-5min-20040305-1400.txt,113.946685
demandMatrix-abilene-zhang-5min-20040305-1405.txt,116.803483
demandMatrix-abilene-zhang-5min-20040305-1410.txt,114.799731
demandMatrix-abilene-zhang-5min-20040305-1415.txt,120.513016
demandMatrix-abilene-zhang-5min-20040305-1420.txt,111.99144899999999
demandMatrix-abilene-zhang-5min-20040305-1425.txt,117.60529399999999
demandMatrix-abilene-zhang-5min-20040305-1430.txt,123.715371
demandMatrix-abilene-zhang-5min-20040305-1435.txt,114.205892
demandMatrix-abilene-zhang-5min-20040305-1440.txt,104.059197
demandMatrix-abilene-zhang-5min-20040305-1445.txt,105.208796
demandMatrix-abilene-zhang-5min-20040305-1450.txt,121.75026700000001
demandMatrix-abilene-zhang-5min-20040305-1455.txt,113.39678100000002
demandMatrix-abilene-zhang-5min-20040305-1500.txt,117.17046699999999
demandMatrix-abilene-zhang-5min-20040305-1505.txt,116.33762599999999
demandMatrix-abilene-zhang-5min-20040305-1510.txt,117.149821
demandMatrix-abilene-zhang-5min-20040305-1515.txt,117.01983000000001
demandMatrix-abilene-zhang-5min-20040305-1520.txt,113.879065
demandMatrix-abilene-zhang-5min-20040305-1525.txt,119.05439000000001
demandMatrix-abilene-zhang-5min-20040305-1530.txt,117.22195800000001
demandMatrix-abilene-zhang-5min-20040305-1535.txt,113.934981
demandMatrix-abilene-zhang-5min-20040305-1540.txt,108.836749
demandMatrix-abilene-zhang-5min-20040305-1545.txt,105.133672
demandMatrix-abilene-zhang-5min-20040305-1550.txt,128.09143699999998
demandMatrix-abilene-zhang-5min-20040305-1555.txt,116.91825399999999
demandMatrix-abilene-zhang-5min-20040305-1600.txt,113.484171
demandMatrix-abilene-zhang-5min-20040305-1605.txt,130.074356
demandMatrix-abilene-zhang-5min-20040305-1610.txt,154.141527
demandMatrix-abilene-zhang-5min-20040305-1615.txt,146.16068299999998
demandMatrix-abilene-zhang-5min-20040305-1620.txt,150.08686899999998
demandMatrix-abilene-zhang-5min-20040305-1625.txt,142.748992
demandMatrix-abilene-zhang-5min-20040305-1630.txt,150.08564800000002
demandMatrix-abilene-zhang-5min-20040305-1635.txt,156.36151800000002
demandMatrix-abilene-zhang-5min-20040305-1640.txt,149.31372999999996
demandMatrix-abilene-zhang-5min-20040305-1645.txt,166.61684400000001
demandMatrix-abilene-zhang-5min-20040305-1650.txt,169.418908
demandMatrix-abilene-zhang-5min-20040305-1655.txt,150.66155700000002
demandMatrix-abilene-zhang-5min-20040305-1700.txt,140.09374
demandMatrix-abilene-zhang-5min-20040305-1705.txt,147.218008
demandMatrix-abilene-zhang-5min-20040305-1710.txt,144.064269
demandMatrix-abilene-zhang-5min-20040305-1715.txt,130.89132700000002
demandMatrix-abilene-zhang-5min-20040305-1720.txt,135.811849
demandMatrix-abilene-zhang-5min-20040305-1725.txt,138.42301999999998
demandMatrix-abilene-zhang-5min-20040305-1730.txt,132.269085
demandMatrix-abilene-zhang-5min-20040305-1735.txt,139.761771
demandMatrix-abilene-zhang-5min-20040305-1740.txt,134.267211
demandMatrix-abilene-zhang-5min-20040305-1745.txt,130.166261
demandMatrix-abilene-zhang-5min-20040305-1750.txt,153.79998700000002
demandMatrix-abilene-zhang-5min-20040305-1755.txt,136.610509
demandMatrix-abilene-zhang-5min-20040305-1800.txt,132.67865
demandMatrix-abilene-zhang-5min-20040305-1805.txt,135.680344
demandMatrix-abilene-zhang-5min-20040305-1810.txt,138.36828500000001
demandMatrix-abilene-zhang-5min-20040305-1815.txt,141.157873
demandMatrix-abilene-zhang-5min-20040305-1820.txt,139.49011199999998
demandMatrix-abilene-zhang-5min-20040305-1825.txt,140.528651
demandMatrix-abilene-zhang-5min-20040305-1830.txt,150.048782
demandMatrix-abilene-zhang-5min-20040305-1835.txt,156.12095399999998
demandMatrix-abilene-zhang-5min-20040305-1840.txt,152.68136600000003
demandMatrix-abilene-zhang-5min-20040305-1845.txt,148.619328
demandMatrix-abilene-zhang-5min-20040305-1850.txt,148.403963
demandMatrix-abilene-zhang-5min-20040305-1855.txt,137.403651
demandMatrix-abilene-zhang-5min-20040305-1900.txt,120.572604
demandMatrix-abilene-zhang-5min-20040305-1905.txt,124.12516299999999
demandMatrix-abilene-zhang-5min-20040305-1910.txt,129.294825
demandMatrix-abilene-zhang-5min-20040305-1915.txt,139.22680100000002
demandMatrix-abilene-zhang-5min-20040305-1920.txt,132.002336
demandMatrix-abilene-zhang-5min-20040305-1925.txt,122.77804300000001
demandMatrix-abilene-zhang-5min-20040305-1930.txt,138.879417
demandMatrix-abilene-zhang-5min-20040305-1935.txt,137.218753
demandMatrix-abilene-zhang-5min-20040305-1940.txt,128.116923
demandMatrix-abilene-zhang-5min-20040305-1945.txt,131.594867
demandMatrix-abilene-zhang-5min-20040305-1950.txt,151.60336
demandMatrix-abilene-zhang-5min-20040305-1955.txt,140.686221
demandMatrix-abilene-zhang-5min-20040305-2000.txt,150.893952
demandMatrix-abilene-zhang-5min-20040305-2005.txt,139.03656099999998
demandMatrix-abilene-zhang-5min-20040305-2010.txt,143.152637
demandMatrix-abilene-zhang-5min-20040305-2015.txt,144.17167600000002
demandMatrix-abilene-zhang-5min-20040305-2020.txt,148.80068500000002
demandMatrix-abilene-zhang-5min-20040305-2025.txt,165.64519199999998
demandMatrix-abilene-zhang-5min-20040305-2030.txt,173.91152499999998
demandMatrix-abilene-zhang-5min-20040305-2035.txt,184.190795
demandMatrix-abilene-zhang-5min-20040305-2040.txt,154.03132599999998
demandMatrix-abilene-zhang-5min-20040305-2045.txt,133.83120599999998
demandMatrix-abilene-zhang-5min-20040305-2050.txt,158.077319
demandMatrix-abilene-zhang-5min-20040305-2055.txt,126.14170599999999
demandMatrix-abilene-zhang-5min-20040305-2100.txt,117.120707
demandMatrix-abilene-zhang-5min-20040305-2105.txt,104.26302899999999
demandMatrix-abilene-zhang-5min-20040305-2110.txt,112.005831
demandMatrix-abilene-zhang-5min-20040305-2115.txt,111.20693
demandMatrix-abilene-zhang-5min-20040305-2120.txt,115.563542
demandMatrix-abilene-zhang-5min-20040305-2125.txt,119.624104
demandMatrix-abilene-zhang-5min-20040305-2130.txt,132.914486
