source,WASHng
demandMatrix-abilene-zhang-5min-20040301-0820.txt,598.9814709999999
demandMatrix-abilene-zhang-5min-20040301-0825.txt,557.215561
demandMatrix-abilene-zhang-5min-20040301-0830.txt,552.338234
demandMatrix-abilene-zhang-5min-20040301-0835.txt,580.9597759999999
demandMatrix-abilene-zhang-5min-20040301-0840.txt,548.946423
demandMatrix-abilene-zhang-5min-20040301-0845.txt,568.100283
demandMatrix-abilene-zhang-5min-20040301-0850.txt,557.872982
demandMatrix-abilene-zhang-5min-20040301-0855.txt,563.485759
demandMatrix-abilene-zhang-5min-20040301-0900.txt,578.9792239999999
demandMatrix-abilene-zhang-5min-20040301-0905.txt,614.4228130000001
demandMatrix-abilene-zhang-5min-20040301-0910.txt,623.244117
demandMatrix-abilene-zhang-5min-20040301-0915.txt,534.4494139999999
demandMatrix-abilene-zhang-5min-20040301-0920.txt,493.11443
demandMatrix-abilene-zhang-5min-20040301-0925.txt,497.4154209999999
demandMatrix-abilene-zhang-5min-20040301-0930.txt,569.338698
demandMatrix-abilene-zhang-5min-20040301-0935.txt,524.04825
demandMatrix-abilene-zhang-5min-20040301-0940.txt,540.835637
demandMatrix-abilene-zhang-5min-20040301-0945.txt,543.97553
demandMatrix-abilene-zhang-5min-20040301-0950.txt,529.7091090000001
demandMatrix-abilene-zhang-5min-20040301-0955.txt,480.551816
demandMatrix-abilene-zhang-5min-20040301-1000.txt,502.0536460000001
demandMatrix-abilene-zhang-5min-20040301-1005.txt,487.570387
demandMatrix-abilene-zhang-5min-20040301-1010.txt,497.27355500000004
demandMatrix-abilene-zhang-5min-20040301-1015.txt,518.2174769999999
demandMatrix-abilene-zhang-5min-20040301-1020.txt,535.5006320000001
demandMatrix-abilene-zhang-5min-20040301-1025.txt,540.206364
demandMatrix-abilene-zhang-5min-20040301-1030.txt,521.473603
demandMatrix-abilene-zhang-5min-20040301-1035.txt,543.096629
demandMatrix-abilene-zhang-5min-20040301-1040.txt,539.965001
demandMatrix-abilene-zhang-5min-20040301-1045.txt,522.852237
demandMatrix-abilene-zhang-5min-20040301-1050.txt,521.6882449999999
demandMatrix-abilene-zhang-5min-20040301-1055.txt,495.24382199999997
demandMatrix-abilene-zhang-5min-20040301-1100.txt,510.406762
demandMatrix-abilene-zhang-5min-20040301-1105.txt,484.06760199999997
demandMatrix-abilene-zhang-5min-20040301-1110.txt,481.447096
demandMatrix-abilene-zhang-5min-20040301-1115.txt,501.936821
demandMatrix-abilene-zhang-5min-20040301-1120.txt,535.671823
demandMatrix-abilene-zhang-5min-20040301-1125.txt,500.30098300000003
demandMatrix-abilene-zhang-5min-20040301-1130.txt,548.4414750000001
demandMatrix-abilene-zhang-5min-20040301-1135.txt,553.2751
demandMatrix-abilene-zhang-5min-20040301-1140.txt,555.92396
demandMatrix-abilene-zhang-5min-20040301-1145.txt,568.068469
demandMatrix-abilene-zhang-5min-20040301-1150.txt,496.28191000000004
demandMatrix-abilene-zhang-5min-20040301-1155.txt,504.37964099999994
demandMatrix-abilene-zhang-5min-20040301-1200.txt,511.629231
demandMatrix-abilene-zhang-5min-20040301-1205.txt,530.1859089999999
demandMatrix-abilene-zhang-5min-20040301-1210.txt,519.574333
demandMatrix-abilene-zhang-5min-20040301-1215.txt,521.842977
demandMatrix-abilene-zhang-5min-20040301-1220.txt,546.14212
demandMatrix-abilene-zhang-5min-20040301-1225.txt,481.49153600000005
demandMatrix-abilene-zhang-5min-20040301-1230.txt,487.56297700000005
demandMatrix-abilene-zhang-5min-20040301-1235.txt,471.238704
demandMatrix-abilene-zhang-5min-20040301-1240.txt,485.29361100000006
demandMatrix-abilene-zhang-5min-20040301-1245.txt,496.4928990000001
demandMatrix-abilene-zhang-5min-20040301-1250.txt,461.393414
demandMatrix-abilene-zhang-5min-20040301-1255.txt,452.31199000000004
demandMatrix-abilene-zhang-5min-20040301-1300.txt,444.71425200000004
demandMatrix-abilene-zhang-5min-20040301-1305.txt,437.270296
demandMatrix-abilene-zhang-5min-20040301-1310.txt,441.0486
demandMatrix-abilene-zhang-5min-20040301-1315.txt,455.620547
demandMatrix-abilene-zhang-5min-20040301-1320.txt,456.20866399999994
demandMatrix-abilene-zhang-5min-20040301-1325.txt,478.80223000000007
demandMatrix-abilene-zhang-5min-20040301-1330.txt,463.69317700000005
demandMatrix-abilene-zhang-5min-20040301-1335.txt,499.01820200000003
demandMatrix-abilene-zhang-5min-20040301-1340.txt,514.6047520000001
demandMatrix-abilene-zhang-5min-20040301-1345.txt,519.856165
demandMatrix-abilene-zhang-5min-20040301-1350.txt,489.12185
demandMatrix-abilene-zhang-5min-20040301-1355.txt,475.530177
demandMatrix-abilene-zhang-5min-20040301-1400.txt,516.415341
demandMatrix-abilene-zhang-5min-20040301-1405.txt,526.305692
demandMatrix-abilene-zhang-5min-20040301-1410.txt,496.78056799999996
demandMatrix-abilene-zhang-5min-20040301-1415.txt,596.716013
demandMatrix-abilene-zhang-5min-20040301-1420.txt,623.673014
demandMatrix-abilene-zhang-5min-20040301-1425.txt,574.3685489999999
demandMatrix-abilene-zhang-5min-20040301-1430.txt,596.8965619999999
demandMatrix-abilene-zhang-5min-20040301-1435.txt,638.0013389999999
demandMatrix-abilene-zhang-5min-20040301-1440.txt,606.732228
demandMatrix-abilene-zhang-5min-20040301-1445.txt,663.240308
demandMatrix-abilene-zhang-5min-20040301-1450.txt,616.4876260000001
demandMatrix-abilene-zhang-5min-20040301-1455.txt,595.614028
demandMatrix-abilene-zhang-5min-20040301-1500.txt,605.750108
demandMatrix-abilene-zhang-5min-20040301-1505.txt,623.248183
demandMatrix-abilene-zhang-5min-20040301-1510.txt,637.2631490000001
demandMatrix-abilene-zhang-5min-20040301-1515.txt,656.519371
demandMatrix-abilene-zhang-5min-20040301-1520.txt,681.6611
demandMatrix-abilene-zhang-5min-20040301-1525.txt,690.7927769999999
demandMatrix-abilene-zhang-5min-20040301-1530.txt,678.876063
demandMatrix-abilene-zhang-5min-20040301-1535.txt,682.382436
demandMatrix-abilene-zhang-5min-20040301-1540.txt,695.127631
demandMatrix-abilene-zhang-5min-20040301-1545.txt,683.5003449999999
demandMatrix-abilene-zhang-5min-20040301-1550.txt,659.9763069999999
demandMatrix-abilene-zhang-5min-20040301-1555.txt,621.645323
demandMatrix-abilene-zhang-5min-20040301-1600.txt,604.66668
demandMatrix-abilene-zhang-5min-20040301-1605.txt,632.569412
demandMatrix-abilene-zhang-5min-20040301-1610.txt,658.656533
demandMatrix-abilene-zhang-5min-20040301-1615.txt,690.3142869999999
demandMatrix-abilene-zhang-5min-20040301-1620.txt,724.8157570000001
demandMatrix-abilene-zhang-5min-20040301-1625.txt,694.929889
demandMatrix-abilene-zhang-5min-20040301-1630.txt,783.348118
demandMatrix-abilene-zhang-5min-20040301-1635.txt,786.695867
demandMatrix-abilene-zhang-5min-20040301-1640.txt,760.2012460000001
demandMatrix-abilene-zhang-5min-20040301-1645.txt,765.7415239999999
demandMatrix-abilene-zhang-5min-20040301-1650.txt,778.510708
demandMatrix-abilene-zhang-5min-20040301-1655.txt,813.399588
demandMatrix-abilene-zhang-5min-20040301-1700.txt,726.602511
demandMatrix-abilene-zhang-5min-20040301-1705.txt,789.4671839999999
demandMatrix-abilene-zhang-5min-20040301-1710.txt,772.162925
demandMatrix-abilene-zhang-5min-20040301-1715.txt,807.3057519999999
demandMatrix-abilene-zhang-5min-20040301-1720.txt,792.341658
demandMatrix-abilene-zhang-5min-20040301-1725.txt,823.3046620000001
demandMatrix-abilene-zhang-5min-20040301-1730.txt,798.512566
demandMatrix-abilene-zhang-5min-20040301-1735.txt,757.550747
demandMatrix-abilene-zhang-5min-20040301-1740.txt,797.6971210000002
demandMatrix-abilene-zhang-5min-20040301-1745.txt,836.7346719999999
demandMatrix-abilene-zhang-5min-20040301-1750.txt,831.543993
demandMatrix-abilene-zhang-5min-20040301-1755.txt,841.371968
demandMatrix-abilene-zhang-5min-20040301-1800.txt,857.852614
demandMatrix-abilene-zhang-5min-20040301-1805.txt,942.221283
demandMatrix-abilene-zhang-5min-20040301-1810.txt,921.4792640000001
demandMatrix-abilene-zhang-5min-20040301-1815.txt,923.7883009999999
demandMatrix-abilene-zhang-5min-20040301-1820.txt,882.0383499999999
demandMatrix-abilene-zhang-5min-20040301-1825.txt,852.637519
demandMatrix-abilene-zhang-5min-20040301-1830.txt,882.440584
demandMatrix-abilene-zhang-5min-20040301-1835.txt,942.514784
demandMatrix-abilene-zhang-5min-20040301-1840.txt,943.048594
demandMatrix-abilene-zhang-5min-20040301-1845.txt,861.2959089999998
demandMatrix-abilene-zhang-5min-20040301-1850.txt,871.9056380000002
demandMatrix-abilene-zhang-5min-20040301-1855.txt,865.378821
demandMatrix-abilene-zhang-5min-20040301-1900.txt,846.911084
demandMatrix-abilene-zhang-5min-20040301-1905.txt,831.318115
demandMatrix-abilene-zhang-5min-20040301-1910.txt,817.326284
demandMatrix-abilene-zhang-5min-20040301-1915.txt,845.4908229999999
demandMatrix-abilene-zhang-5min-20040301-1920.txt,882.7160439999999
demandMatrix-abilene-zhang-5min-20040301-1925.txt,902.3591579999999
demandMatrix-abilene-zhang-5min-20040301-1930.txt,884.243361
demandMatrix-abilene-zhang-5min-20040301-1935.txt,950.780018
demandMatrix-abilene-zhang-5min-20040301-1940.txt,928.0596099999999
demandMatrix-abilene-zhang-5min-20040301-1945.txt,908.98235
demandMatrix-abilene-zhang-5min-20040301-1950.txt,909.184198
demandMatrix-abilene-zhang-5min-20040301-1955.txt,920.995735
demandMatrix-abilene-zhang-5min-20040301-2000.txt,952.8916
demandMatrix-abilene-zhang-5min-20040301-2005.txt,991.4582750000001
demandMatrix-abilene-zhang-5min-20040301-2010.txt,1014.0731229999999
demandMatrix-abilene-zhang-5min-20040301-2015.txt,950.422499
demandMatrix-abilene-zhang-5min-20040301-2020.txt,935.77135
demandMatrix-abilene-zhang-5min-20040301-2025.txt,903.145618
demandMatrix-abilene-zhang-5min-20040301-2030.txt,895.723191
demandMatrix-abilene-zhang-5min-20040301-2035.txt,966.434245
demandMatrix-abilene-zhang-5min-20040301-2040.txt,917.9970640000001
demandMatrix-abilene-zhang-5min-20040301-2045.txt,904.644159
demandMatrix-abilene-zhang-5min-20040301-2050.txt,838.1902130000001
demandMatrix-abilene-zhang-5min-20040301-2055.txt,815.1749140000001
demandMatrix-abilene-zhang-5min-20040301-2100.txt,773.704275
demandMatrix-abilene-zhang-5min-20040301-2105.txt,794.7681279999999
demandMatrix-abilene-zhang-5min-20040301-2110.txt,824.0151070000001
demandMatrix-abilene-zhang-5min-20040301-2115.txt,880.8363319999999
demandMatrix-abilene-zhang-5min-20040301-2120.txt,841.694208
demandMatrix-abilene-zhang-5min-20040301-2125.txt,901.54982
demandMatrix-abilene-zhang-5min-20040301-2130.txt,886.908393
demandMatrix-abilene-zhang-5min-20040301-2135.txt,897.9656
demandMatrix-abilene-zhang-5min-20040301-2140.txt,900.8511500000001
demandMatrix-abilene-zhang-5min-20040301-2145.txt,922.253588
demandMatrix-abilene-zhang-5min-20040301-2150.txt,841.9775299999999
demandMatrix-abilene-zhang-5min-20040301-2155.txt,884.3570100000001
demandMatrix-abilene-zhang-5min-20040301-2200.txt,797.233025
demandMatrix-abilene-zhang-5min-20040301-2205.txt,797.3825920000002
demandMatrix-abilene-zhang-5min-20040301-2210.txt,797.147909
demandMatrix-abilene-zhang-5min-20040301-2215.txt,837.185044
demandMatrix-abilene-zhang-5min-20040301-2220.txt,860.596645
demandMatrix-abilene-zhang-5min-20040301-2225.txt,869.6166730000001
demandMatrix-abilene-zhang-5min-20040301-2230.txt,858.9999419999999
demandMatrix-abilene-zhang-5min-20040301-2235.txt,821.11517
demandMatrix-abilene-zhang-5min-20040301-2240.txt,836.789566
demandMatrix-abilene-zhang-5min-20040301-2245.txt,869.8297280000002
demandMatrix-abilene-zhang-5min-20040301-2250.txt,835.74576
demandMatrix-abilene-zhang-5min-20040301-2255.txt,811.044987
demandMatrix-abilene-zhang-5min-20040301-2300.txt,779.8334779999999
demandMatrix-abilene-zhang-5min-20040301-2305.txt,763.8489309999999
demandMatrix-abilene-zhang-5min-20040301-2310.txt,766.777482
demandMatrix-abilene-zhang-5min-20040301-2315.txt,796.3209
demandMatrix-abilene-zhang-5min-20040301-2320.txt,784.63879
demandMatrix-abilene-zhang-5min-20040301-2325.txt,781.3966409999999
demandMatrix-abilene-zhang-5min-20040301-2330.txt,795.675215
demandMatrix-abilene-zhang-5min-20040301-2335.txt,818.9051300000001
demandMatrix-abilene-zhang-5min-20040301-2340.txt,855.4646309999999
demandMatrix-abilene-zhang-5min-20040301-2345.txt,817.5237849999999
demandMatrix-abilene-zhang-5min-20040301-2350.txt,748.1578509999999
demandMatrix-abilene-zhang-5min-20040301-2355.txt,795.652744
demandMatrix-abilene-zhang-5min-20040302-0000.txt,772.113825
demandMatrix-abilene-zhang-5min-20040302-0005.txt,798.340781
demandMatrix-abilene-zhang-5min-20040302-0010.txt,820.5019649999999
demandMatrix-abilene-zhang-5min-20040302-0015.txt,774.4159
demandMatrix-abilene-zhang-5min-20040302-0020.txt,790.525053
demandMatrix-abilene-zhang-5min-20040302-0025.txt,767.5616049999999
demandMatrix-abilene-zhang-5min-20040302-0030.txt,760.238656
demandMatrix-abilene-zhang-5min-20040302-0035.txt,782.846666
demandMatrix-abilene-zhang-5min-20040302-0040.txt,763.7940179999999
demandMatrix-abilene-zhang-5min-20040302-0045.txt,801.919213
demandMatrix-abilene-zhang-5min-20040302-0050.txt,776.7491099999999
demandMatrix-abilene-zhang-5min-20040302-0055.txt,779.473874
demandMatrix-abilene-zhang-5min-20040302-0100.txt,770.6277620000001
demandMatrix-abilene-zhang-5min-20040302-0105.txt,811.839207
demandMatrix-abilene-zhang-5min-20040302-0110.txt,792.0618220000001
demandMatrix-abilene-zhang-5min-20040302-0115.txt,789.995628
demandMatrix-abilene-zhang-5min-20040302-0120.txt,737.752333
demandMatrix-abilene-zhang-5min-20040302-0125.txt,799.7663839999999
demandMatrix-abilene-zhang-5min-20040302-0130.txt,732.461965
demandMatrix-abilene-zhang-5min-20040302-0135.txt,775.3730529999999
demandMatrix-abilene-zhang-5min-20040302-0140.txt,779.8042499999999
demandMatrix-abilene-zhang-5min-20040302-0145.txt,745.8369809999999
demandMatrix-abilene-zhang-5min-20040302-0150.txt,744.2397879999999
demandMatrix-abilene-zhang-5min-20040302-0155.txt,759.486801
demandMatrix-abilene-zhang-5min-20040302-0200.txt,779.1104800000002
demandMatrix-abilene-zhang-5min-20040302-0205.txt,817.650359
demandMatrix-abilene-zhang-5min-20040302-0210.txt,775.6713029999999
demandMatrix-abilene-zhang-5min-20040302-0215.txt,760.900525
demandMatrix-abilene-zhang-5min-20040302-0220.txt,787.922693
demandMatrix-abilene-zhang-5min-20040302-0225.txt,748.553059
demandMatrix-abilene-zhang-5min-20040302-0230.txt,749.084909
demandMatrix-abilene-zhang-5min-20040302-0235.txt,781.6639880000001
demandMatrix-abilene-zhang-5min-20040302-0240.txt,809.4936580000001
demandMatrix-abilene-zhang-5min-20040302-0245.txt,788.1465340000001
demandMatrix-abilene-zhang-5min-20040302-0250.txt,783.3902979999999
demandMatrix-abilene-zhang-5min-20040302-0255.txt,761.522821
demandMatrix-abilene-zhang-5min-20040302-0300.txt,730.20188
demandMatrix-abilene-zhang-5min-20040302-0305.txt,713.91677
demandMatrix-abilene-zhang-5min-20040302-0310.txt,690.245144
demandMatrix-abilene-zhang-5min-20040302-0315.txt,716.8098909999999
demandMatrix-abilene-zhang-5min-20040302-0320.txt,736.63121
demandMatrix-abilene-zhang-5min-20040302-0325.txt,764.9310110000001
demandMatrix-abilene-zhang-5min-20040302-0330.txt,757.493072
demandMatrix-abilene-zhang-5min-20040302-0335.txt,762.9396220000001
demandMatrix-abilene-zhang-5min-20040302-0340.txt,724.388031
demandMatrix-abilene-zhang-5min-20040302-0345.txt,787.1198809999999
demandMatrix-abilene-zhang-5min-20040302-0350.txt,807.8573019999999
demandMatrix-abilene-zhang-5min-20040302-0355.txt,781.2559979999999
demandMatrix-abilene-zhang-5min-20040302-0400.txt,771.390545
demandMatrix-abilene-zhang-5min-20040302-0405.txt,805.326373
demandMatrix-abilene-zhang-5min-20040302-0410.txt,802.2158660000001
demandMatrix-abilene-zhang-5min-20040302-0415.txt,802.544507
demandMatrix-abilene-zhang-5min-20040302-0420.txt,828.854165
demandMatrix-abilene-zhang-5min-20040302-0425.txt,799.6117540000001
demandMatrix-abilene-zhang-5min-20040302-0430.txt,788.8800479999999
demandMatrix-abilene-zhang-5min-20040302-0435.txt,836.2241119999999
demandMatrix-abilene-zhang-5min-20040302-0440.txt,877.8537120000001
demandMatrix-abilene-zhang-5min-20040302-0445.txt,848.787093
demandMatrix-abilene-zhang-5min-20040302-0450.txt,856.4590840000001
demandMatrix-abilene-zhang-5min-20040302-0455.txt,816.8085420000001
demandMatrix-abilene-zhang-5min-20040302-0500.txt,749.2739610000001
demandMatrix-abilene-zhang-5min-20040302-0505.txt,761.4264159999999
demandMatrix-abilene-zhang-5min-20040302-0510.txt,785.155524
demandMatrix-abilene-zhang-5min-20040302-0515.txt,777.6606049999999
demandMatrix-abilene-zhang-5min-20040302-0520.txt,763.62961
demandMatrix-abilene-zhang-5min-20040302-0525.txt,724.9909380000001
demandMatrix-abilene-zhang-5min-20040302-0530.txt,744.24057
demandMatrix-abilene-zhang-5min-20040302-0535.txt,756.8516589999999
demandMatrix-abilene-zhang-5min-20040302-0540.txt,743.9925519999999
demandMatrix-abilene-zhang-5min-20040302-0545.txt,747.6548579999999
demandMatrix-abilene-zhang-5min-20040302-0550.txt,722.9313730000001
demandMatrix-abilene-zhang-5min-20040302-0555.txt,747.3167530000001
demandMatrix-abilene-zhang-5min-20040302-0600.txt,757.484653
demandMatrix-abilene-zhang-5min-20040302-0605.txt,782.1076579999999
demandMatrix-abilene-zhang-5min-20040302-0610.txt,778.915941
demandMatrix-abilene-zhang-5min-20040302-0615.txt,789.000059
demandMatrix-abilene-zhang-5min-20040302-0620.txt,776.417145
demandMatrix-abilene-zhang-5min-20040302-0625.txt,769.7764960000001
demandMatrix-abilene-zhang-5min-20040302-0630.txt,777.25511
demandMatrix-abilene-zhang-5min-20040302-0635.txt,755.2151819999999
demandMatrix-abilene-zhang-5min-20040302-0640.txt,753.350736
demandMatrix-abilene-zhang-5min-20040302-0645.txt,764.6563110000001
demandMatrix-abilene-zhang-5min-20040302-0650.txt,739.057222
demandMatrix-abilene-zhang-5min-20040302-0655.txt,728.456582
demandMatrix-abilene-zhang-5min-20040302-0700.txt,695.2884740000001
demandMatrix-abilene-zhang-5min-20040302-0705.txt,723.6930140000001
demandMatrix-abilene-zhang-5min-20040302-0710.txt,695.5330500000001
demandMatrix-abilene-zhang-5min-20040302-0715.txt,688.62829
demandMatrix-abilene-zhang-5min-20040302-0720.txt,648.549842
demandMatrix-abilene-zhang-5min-20040302-0725.txt,669.309312
demandMatrix-abilene-zhang-5min-20040302-0730.txt,736.4603480000001
demandMatrix-abilene-zhang-5min-20040302-0735.txt,786.9111790000001
demandMatrix-abilene-zhang-5min-20040302-0740.txt,757.176718
demandMatrix-abilene-zhang-5min-20040302-0745.txt,746.9559219999999
demandMatrix-abilene-zhang-5min-20040302-0750.txt,782.2067979999999
demandMatrix-abilene-zhang-5min-20040302-0755.txt,724.026042
demandMatrix-abilene-zhang-5min-20040302-0800.txt,677.474559
demandMatrix-abilene-zhang-5min-20040302-0805.txt,699.733636
demandMatrix-abilene-zhang-5min-20040302-0810.txt,693.4335199999999
demandMatrix-abilene-zhang-5min-20040302-0815.txt,653.169669
demandMatrix-abilene-zhang-5min-20040302-0820.txt,679.201156
demandMatrix-abilene-zhang-5min-20040302-0825.txt,638.212618
demandMatrix-abilene-zhang-5min-20040302-0830.txt,676.9200189999999
demandMatrix-abilene-zhang-5min-20040302-0835.txt,655.6993449999999
demandMatrix-abilene-zhang-5min-20040302-0840.txt,636.5943910000001
demandMatrix-abilene-zhang-5min-20040302-0845.txt,641.79136
demandMatrix-abilene-zhang-5min-20040302-0850.txt,617.569275
demandMatrix-abilene-zhang-5min-20040302-0855.txt,643.718669
demandMatrix-abilene-zhang-5min-20040302-0900.txt,625.1062430000001
demandMatrix-abilene-zhang-5min-20040302-0905.txt,596.453233
demandMatrix-abilene-zhang-5min-20040302-0910.txt,630.9804089999999
demandMatrix-abilene-zhang-5min-20040302-0915.txt,615.7094010000001
demandMatrix-abilene-zhang-5min-20040302-0920.txt,621.862447
demandMatrix-abilene-zhang-5min-20040302-0925.txt,662.084715
demandMatrix-abilene-zhang-5min-20040302-0930.txt,700.011023
demandMatrix-abilene-zhang-5min-20040302-0935.txt,717.21407
demandMatrix-abilene-zhang-5min-20040302-0940.txt,716.3264260000001
demandMatrix-abilene-zhang-5min-20040302-0945.txt,703.614384
demandMatrix-abilene-zhang-5min-20040302-0950.txt,699.187684
