source,STTLng
demandMatrix-abilene-zhang-5min-20040301-2220.txt,261.693503
demandMatrix-abilene-zhang-5min-20040301-2225.txt,251.1974
demandMatrix-abilene-zhang-5min-20040301-2230.txt,245.533257
demandMatrix-abilene-zhang-5min-20040301-2235.txt,234.63257099999998
demandMatrix-abilene-zhang-5min-20040301-2240.txt,236.940997
demandMatrix-abilene-zhang-5min-20040301-2245.txt,251.029395
demandMatrix-abilene-zhang-5min-20040301-2250.txt,244.10403
demandMatrix-abilene-zhang-5min-20040301-2255.txt,243.70896700000003
demandMatrix-abilene-zhang-5min-20040301-2300.txt,237.16042
demandMatrix-abilene-zhang-5min-20040301-2305.txt,218.44067199999998
demandMatrix-abilene-zhang-5min-20040301-2310.txt,224.294278
demandMatrix-abilene-zhang-5min-20040301-2315.txt,224.2376
demandMatrix-abilene-zhang-5min-20040301-2320.txt,213.137989
demandMatrix-abilene-zhang-5min-20040301-2325.txt,210.680005
demandMatrix-abilene-zhang-5min-20040301-2330.txt,218.207482
demandMatrix-abilene-zhang-5min-20040301-2335.txt,211.82448999999997
demandMatrix-abilene-zhang-5min-20040301-2340.txt,219.718427
demandMatrix-abilene-zhang-5min-20040301-2345.txt,210.915174
demandMatrix-abilene-zhang-5min-20040301-2350.txt,204.37116200000003
demandMatrix-abilene-zhang-5min-20040301-2355.txt,202.772835
demandMatrix-abilene-zhang-5min-20040302-0000.txt,212.00004300000003
demandMatrix-abilene-zhang-5min-20040302-0005.txt,226.710566
demandMatrix-abilene-zhang-5min-20040302-0010.txt,226.459404
demandMatrix-abilene-zhang-5min-20040302-0015.txt,216.22937399999998
demandMatrix-abilene-zhang-5min-20040302-0020.txt,218.97729699999996
demandMatrix-abilene-zhang-5min-20040302-0025.txt,219.141043
demandMatrix-abilene-zhang-5min-20040302-0030.txt,220.260446
demandMatrix-abilene-zhang-5min-20040302-0035.txt,217.539172
demandMatrix-abilene-zhang-5min-20040302-0040.txt,220.246273
demandMatrix-abilene-zhang-5min-20040302-0045.txt,218.33930200000003
demandMatrix-abilene-zhang-5min-20040302-0050.txt,226.526469
demandMatrix-abilene-zhang-5min-20040302-0055.txt,225.131647
demandMatrix-abilene-zhang-5min-20040302-0100.txt,218.85127
demandMatrix-abilene-zhang-5min-20040302-0105.txt,216.108847
demandMatrix-abilene-zhang-5min-20040302-0110.txt,219.21896299999997
demandMatrix-abilene-zhang-5min-20040302-0115.txt,220.55599000000004
demandMatrix-abilene-zhang-5min-20040302-0120.txt,230.385567
demandMatrix-abilene-zhang-5min-20040302-0125.txt,224.78271
demandMatrix-abilene-zhang-5min-20040302-0130.txt,219.03593
demandMatrix-abilene-zhang-5min-20040302-0135.txt,217.19816600000001
demandMatrix-abilene-zhang-5min-20040302-0140.txt,208.16143
demandMatrix-abilene-zhang-5min-20040302-0145.txt,210.198559
demandMatrix-abilene-zhang-5min-20040302-0150.txt,194.46755700000003
demandMatrix-abilene-zhang-5min-20040302-0155.txt,197.68472800000004
demandMatrix-abilene-zhang-5min-20040302-0200.txt,198.98556300000004
demandMatrix-abilene-zhang-5min-20040302-0205.txt,205.23475300000004
demandMatrix-abilene-zhang-5min-20040302-0210.txt,211.377378
demandMatrix-abilene-zhang-5min-20040302-0215.txt,199.123473
demandMatrix-abilene-zhang-5min-20040302-0220.txt,203.06683099999998
demandMatrix-abilene-zhang-5min-20040302-0225.txt,206.93771300000006
demandMatrix-abilene-zhang-5min-20040302-0230.txt,207.11246600000004
demandMatrix-abilene-zhang-5min-20040302-0235.txt,207.93318799999997
demandMatrix-abilene-zhang-5min-20040302-0240.txt,203.91580799999997
demandMatrix-abilene-zhang-5min-20040302-0245.txt,201.61584599999998
demandMatrix-abilene-zhang-5min-20040302-0250.txt,201.865195
demandMatrix-abilene-zhang-5min-20040302-0255.txt,195.963934
demandMatrix-abilene-zhang-5min-20040302-0300.txt,209.932954
demandMatrix-abilene-zhang-5min-20040302-0305.txt,210.380453
demandMatrix-abilene-zhang-5min-20040302-0310.txt,211.987327
demandMatrix-abilene-zhang-5min-20040302-0315.txt,210.60562300000004
demandMatrix-abilene-zhang-5min-20040302-0320.txt,197.721088
demandMatrix-abilene-zhang-5min-20040302-0325.txt,200.608373
demandMatrix-abilene-zhang-5min-20040302-0330.txt,205.297173
demandMatrix-abilene-zhang-5min-20040302-0335.txt,199.54469199999997
demandMatrix-abilene-zhang-5min-20040302-0340.txt,196.68493500000002
demandMatrix-abilene-zhang-5min-20040302-0345.txt,202.586003
demandMatrix-abilene-zhang-5min-20040302-0350.txt,196.79585899999998
demandMatrix-abilene-zhang-5min-20040302-0355.txt,198.442459
demandMatrix-abilene-zhang-5min-20040302-0400.txt,199.37366300000002
demandMatrix-abilene-zhang-5min-20040302-0405.txt,198.059322
demandMatrix-abilene-zhang-5min-20040302-0410.txt,197.060829
demandMatrix-abilene-zhang-5min-20040302-0415.txt,204.82222900000002
demandMatrix-abilene-zhang-5min-20040302-0420.txt,186.55217900000002
demandMatrix-abilene-zhang-5min-20040302-0425.txt,187.87424000000001
demandMatrix-abilene-zhang-5min-20040302-0430.txt,184.74174
demandMatrix-abilene-zhang-5min-20040302-0435.txt,181.49400900000003
demandMatrix-abilene-zhang-5min-20040302-0440.txt,186.80436500000005
demandMatrix-abilene-zhang-5min-20040302-0445.txt,183.06712299999998
demandMatrix-abilene-zhang-5min-20040302-0450.txt,177.64068999999998
demandMatrix-abilene-zhang-5min-20040302-0455.txt,177.038245
demandMatrix-abilene-zhang-5min-20040302-0500.txt,171.551035
demandMatrix-abilene-zhang-5min-20040302-0505.txt,166.100973
demandMatrix-abilene-zhang-5min-20040302-0510.txt,168.48213399999997
demandMatrix-abilene-zhang-5min-20040302-0515.txt,172.995432
demandMatrix-abilene-zhang-5min-20040302-0520.txt,171.946473
demandMatrix-abilene-zhang-5min-20040302-0525.txt,175.576526
demandMatrix-abilene-zhang-5min-20040302-0530.txt,175.794524
demandMatrix-abilene-zhang-5min-20040302-0535.txt,185.351067
demandMatrix-abilene-zhang-5min-20040302-0540.txt,182.87008100000003
demandMatrix-abilene-zhang-5min-20040302-0545.txt,183.39315100000002
demandMatrix-abilene-zhang-5min-20040302-0550.txt,180.79363899999998
demandMatrix-abilene-zhang-5min-20040302-0555.txt,184.703893
demandMatrix-abilene-zhang-5min-20040302-0600.txt,181.13153600000004
demandMatrix-abilene-zhang-5min-20040302-0605.txt,178.80904399999997
demandMatrix-abilene-zhang-5min-20040302-0610.txt,177.368107
demandMatrix-abilene-zhang-5min-20040302-0615.txt,175.24114799999998
demandMatrix-abilene-zhang-5min-20040302-0620.txt,176.433608
demandMatrix-abilene-zhang-5min-20040302-0625.txt,167.27620000000002
demandMatrix-abilene-zhang-5min-20040302-0630.txt,167.508535
demandMatrix-abilene-zhang-5min-20040302-0635.txt,168.738997
demandMatrix-abilene-zhang-5min-20040302-0640.txt,175.78543000000002
demandMatrix-abilene-zhang-5min-20040302-0645.txt,172.257586
demandMatrix-abilene-zhang-5min-20040302-0650.txt,176.220806
demandMatrix-abilene-zhang-5min-20040302-0655.txt,175.02779
demandMatrix-abilene-zhang-5min-20040302-0700.txt,173.514738
demandMatrix-abilene-zhang-5min-20040302-0705.txt,181.986346
demandMatrix-abilene-zhang-5min-20040302-0710.txt,177.12720099999999
demandMatrix-abilene-zhang-5min-20040302-0715.txt,166.082428
demandMatrix-abilene-zhang-5min-20040302-0720.txt,166.343451
demandMatrix-abilene-zhang-5min-20040302-0725.txt,170.71768300000002
demandMatrix-abilene-zhang-5min-20040302-0730.txt,171.27998399999998
demandMatrix-abilene-zhang-5min-20040302-0735.txt,168.301693
demandMatrix-abilene-zhang-5min-20040302-0740.txt,165.17024
demandMatrix-abilene-zhang-5min-20040302-0745.txt,166.57741599999997
demandMatrix-abilene-zhang-5min-20040302-0750.txt,167.357378
demandMatrix-abilene-zhang-5min-20040302-0755.txt,175.419015
demandMatrix-abilene-zhang-5min-20040302-0800.txt,158.03667499999997
demandMatrix-abilene-zhang-5min-20040302-0805.txt,163.809836
demandMatrix-abilene-zhang-5min-20040302-0810.txt,162.239439
demandMatrix-abilene-zhang-5min-20040302-0815.txt,162.14456399999997
demandMatrix-abilene-zhang-5min-20040302-0820.txt,169.935
demandMatrix-abilene-zhang-5min-20040302-0825.txt,166.579372
demandMatrix-abilene-zhang-5min-20040302-0830.txt,166.144378
demandMatrix-abilene-zhang-5min-20040302-0835.txt,161.187144
demandMatrix-abilene-zhang-5min-20040302-0840.txt,153.536673
demandMatrix-abilene-zhang-5min-20040302-0845.txt,153.641164
demandMatrix-abilene-zhang-5min-20040302-0850.txt,150.321904
demandMatrix-abilene-zhang-5min-20040302-0855.txt,149.565562
demandMatrix-abilene-zhang-5min-20040302-0900.txt,156.71966700000002
demandMatrix-abilene-zhang-5min-20040302-0905.txt,157.10132399999998
demandMatrix-abilene-zhang-5min-20040302-0910.txt,159.729029
demandMatrix-abilene-zhang-5min-20040302-0915.txt,160.691313
demandMatrix-abilene-zhang-5min-20040302-0920.txt,151.737597
demandMatrix-abilene-zhang-5min-20040302-0925.txt,144.33232099999998
demandMatrix-abilene-zhang-5min-20040302-0930.txt,148.032503
demandMatrix-abilene-zhang-5min-20040302-0935.txt,154.098721
demandMatrix-abilene-zhang-5min-20040302-0940.txt,153.762439
demandMatrix-abilene-zhang-5min-20040302-0945.txt,149.44687399999998
demandMatrix-abilene-zhang-5min-20040302-0950.txt,157.913005
demandMatrix-abilene-zhang-5min-20040302-0955.txt,155.55781299999998
demandMatrix-abilene-zhang-5min-20040302-1000.txt,155.724917
demandMatrix-abilene-zhang-5min-20040302-1005.txt,160.991138
demandMatrix-abilene-zhang-5min-20040302-1010.txt,156.87031800000003
demandMatrix-abilene-zhang-5min-20040302-1015.txt,156.383274
demandMatrix-abilene-zhang-5min-20040302-1020.txt,149.79516400000003
demandMatrix-abilene-zhang-5min-20040302-1025.txt,152.89517700000002
demandMatrix-abilene-zhang-5min-20040302-1030.txt,157.08827599999998
demandMatrix-abilene-zhang-5min-20040302-1035.txt,165.14766199999997
demandMatrix-abilene-zhang-5min-20040302-1040.txt,163.00897300000003
demandMatrix-abilene-zhang-5min-20040302-1045.txt,156.74348000000003
demandMatrix-abilene-zhang-5min-20040302-1050.txt,153.78737000000004
demandMatrix-abilene-zhang-5min-20040302-1055.txt,156.48937899999999
demandMatrix-abilene-zhang-5min-20040302-1100.txt,163.78829900000002
demandMatrix-abilene-zhang-5min-20040302-1105.txt,161.725584
demandMatrix-abilene-zhang-5min-20040302-1110.txt,158.90350200000003
demandMatrix-abilene-zhang-5min-20040302-1115.txt,158.73041899999996
demandMatrix-abilene-zhang-5min-20040302-1120.txt,156.92016500000003
demandMatrix-abilene-zhang-5min-20040302-1125.txt,156.220841
demandMatrix-abilene-zhang-5min-20040302-1130.txt,153.21214100000003
demandMatrix-abilene-zhang-5min-20040302-1135.txt,153.645524
demandMatrix-abilene-zhang-5min-20040302-1140.txt,154.488067
demandMatrix-abilene-zhang-5min-20040302-1145.txt,154.390135
demandMatrix-abilene-zhang-5min-20040302-1150.txt,152.981647
demandMatrix-abilene-zhang-5min-20040302-1155.txt,149.86287700000003
demandMatrix-abilene-zhang-5min-20040302-1200.txt,148.171031
demandMatrix-abilene-zhang-5min-20040302-1205.txt,152.167414
demandMatrix-abilene-zhang-5min-20040302-1210.txt,154.824467
demandMatrix-abilene-zhang-5min-20040302-1215.txt,158.806892
demandMatrix-abilene-zhang-5min-20040302-1220.txt,162.850144
demandMatrix-abilene-zhang-5min-20040302-1225.txt,158.78803
demandMatrix-abilene-zhang-5min-20040302-1230.txt,152.041269
demandMatrix-abilene-zhang-5min-20040302-1235.txt,146.057712
demandMatrix-abilene-zhang-5min-20040302-1240.txt,149.556999
demandMatrix-abilene-zhang-5min-20040302-1245.txt,163.06276300000002
demandMatrix-abilene-zhang-5min-20040302-1250.txt,160.59259699999998
demandMatrix-abilene-zhang-5min-20040302-1255.txt,156.284173
demandMatrix-abilene-zhang-5min-20040302-1300.txt,155.84179
demandMatrix-abilene-zhang-5min-20040302-1305.txt,161.89034700000002
demandMatrix-abilene-zhang-5min-20040302-1310.txt,167.55530399999998
demandMatrix-abilene-zhang-5min-20040302-1315.txt,160.611612
demandMatrix-abilene-zhang-5min-20040302-1320.txt,158.411996
demandMatrix-abilene-zhang-5min-20040302-1325.txt,153.06027699999999
demandMatrix-abilene-zhang-5min-20040302-1330.txt,160.18254399999998
demandMatrix-abilene-zhang-5min-20040302-1335.txt,167.050195
demandMatrix-abilene-zhang-5min-20040302-1340.txt,164.014863
demandMatrix-abilene-zhang-5min-20040302-1345.txt,166.589312
demandMatrix-abilene-zhang-5min-20040302-1350.txt,168.76395799999997
demandMatrix-abilene-zhang-5min-20040302-1355.txt,181.73549699999998
demandMatrix-abilene-zhang-5min-20040302-1400.txt,177.795656
demandMatrix-abilene-zhang-5min-20040302-1405.txt,178.270509
demandMatrix-abilene-zhang-5min-20040302-1410.txt,174.917981
demandMatrix-abilene-zhang-5min-20040302-1415.txt,190.02662800000002
demandMatrix-abilene-zhang-5min-20040302-1420.txt,192.37873599999998
demandMatrix-abilene-zhang-5min-20040302-1425.txt,186.68645000000004
demandMatrix-abilene-zhang-5min-20040302-1430.txt,196.67825100000005
demandMatrix-abilene-zhang-5min-20040302-1435.txt,199.002884
demandMatrix-abilene-zhang-5min-20040302-1440.txt,205.61366599999997
demandMatrix-abilene-zhang-5min-20040302-1445.txt,205.30638799999997
demandMatrix-abilene-zhang-5min-20040302-1450.txt,203.016178
demandMatrix-abilene-zhang-5min-20040302-1455.txt,198.311659
demandMatrix-abilene-zhang-5min-20040302-1500.txt,199.80900400000002
demandMatrix-abilene-zhang-5min-20040302-1505.txt,207.53360800000002
demandMatrix-abilene-zhang-5min-20040302-1510.txt,208.84209799999996
demandMatrix-abilene-zhang-5min-20040302-1515.txt,215.039084
demandMatrix-abilene-zhang-5min-20040302-1520.txt,222.163282
demandMatrix-abilene-zhang-5min-20040302-1525.txt,219.13533900000002
demandMatrix-abilene-zhang-5min-20040302-1530.txt,224.04491099999998
demandMatrix-abilene-zhang-5min-20040302-1535.txt,218.61760999999998
demandMatrix-abilene-zhang-5min-20040302-1540.txt,225.140197
demandMatrix-abilene-zhang-5min-20040302-1545.txt,218.610697
demandMatrix-abilene-zhang-5min-20040302-1550.txt,220.35908499999996
demandMatrix-abilene-zhang-5min-20040302-1555.txt,218.16024599999997
demandMatrix-abilene-zhang-5min-20040302-1600.txt,216.77113599999998
demandMatrix-abilene-zhang-5min-20040302-1605.txt,256.99616100000003
demandMatrix-abilene-zhang-5min-20040302-1610.txt,255.83992099999998
demandMatrix-abilene-zhang-5min-20040302-1615.txt,246.07541699999996
demandMatrix-abilene-zhang-5min-20040302-1620.txt,234.726153
demandMatrix-abilene-zhang-5min-20040302-1625.txt,236.755629
demandMatrix-abilene-zhang-5min-20040302-1630.txt,232.952681
demandMatrix-abilene-zhang-5min-20040302-1635.txt,224.71174099999996
demandMatrix-abilene-zhang-5min-20040302-1640.txt,229.56903699999998
demandMatrix-abilene-zhang-5min-20040302-1645.txt,241.06890199999998
demandMatrix-abilene-zhang-5min-20040302-1650.txt,240.46698400000002
demandMatrix-abilene-zhang-5min-20040302-1655.txt,231.758702
demandMatrix-abilene-zhang-5min-20040302-1700.txt,232.87535999999997
demandMatrix-abilene-zhang-5min-20040302-1705.txt,244.877686
demandMatrix-abilene-zhang-5min-20040302-1710.txt,231.19313800000003
demandMatrix-abilene-zhang-5min-20040302-1715.txt,237.048787
demandMatrix-abilene-zhang-5min-20040302-1720.txt,233.668949
demandMatrix-abilene-zhang-5min-20040302-1725.txt,234.169081
demandMatrix-abilene-zhang-5min-20040302-1730.txt,230.95937100000003
demandMatrix-abilene-zhang-5min-20040302-1735.txt,230.210962
demandMatrix-abilene-zhang-5min-20040302-1740.txt,245.58585200000002
demandMatrix-abilene-zhang-5min-20040302-1745.txt,243.40792099999996
demandMatrix-abilene-zhang-5min-20040302-1750.txt,238.778633
demandMatrix-abilene-zhang-5min-20040302-1755.txt,237.436267
demandMatrix-abilene-zhang-5min-20040302-1800.txt,233.116368
demandMatrix-abilene-zhang-5min-20040302-1805.txt,249.13737300000005
demandMatrix-abilene-zhang-5min-20040302-1810.txt,251.40100099999998
demandMatrix-abilene-zhang-5min-20040302-1815.txt,244.00666099999998
demandMatrix-abilene-zhang-5min-20040302-1820.txt,242.868245
demandMatrix-abilene-zhang-5min-20040302-1825.txt,237.01236900000004
demandMatrix-abilene-zhang-5min-20040302-1830.txt,240.68227899999997
demandMatrix-abilene-zhang-5min-20040302-1835.txt,245.992576
demandMatrix-abilene-zhang-5min-20040302-1840.txt,255.813686
demandMatrix-abilene-zhang-5min-20040302-1845.txt,240.78349200000002
demandMatrix-abilene-zhang-5min-20040302-1850.txt,247.87638700000005
demandMatrix-abilene-zhang-5min-20040302-1855.txt,250.50497300000004
demandMatrix-abilene-zhang-5min-20040302-1900.txt,249.994942
demandMatrix-abilene-zhang-5min-20040302-1905.txt,244.95737
demandMatrix-abilene-zhang-5min-20040302-1910.txt,236.440147
demandMatrix-abilene-zhang-5min-20040302-1915.txt,234.381089
demandMatrix-abilene-zhang-5min-20040302-1920.txt,234.858257
demandMatrix-abilene-zhang-5min-20040302-1925.txt,243.730067
demandMatrix-abilene-zhang-5min-20040302-1930.txt,241.526727
demandMatrix-abilene-zhang-5min-20040302-1935.txt,238.91583899999998
demandMatrix-abilene-zhang-5min-20040302-1940.txt,242.94067
demandMatrix-abilene-zhang-5min-20040302-1945.txt,244.85385300000002
demandMatrix-abilene-zhang-5min-20040302-1950.txt,242.354957
demandMatrix-abilene-zhang-5min-20040302-1955.txt,246.574659
demandMatrix-abilene-zhang-5min-20040302-2000.txt,242.36249999999998
demandMatrix-abilene-zhang-5min-20040302-2005.txt,243.18088600000002
demandMatrix-abilene-zhang-5min-20040302-2010.txt,246.519624
demandMatrix-abilene-zhang-5min-20040302-2015.txt,233.166965
demandMatrix-abilene-zhang-5min-20040302-2020.txt,250.264611
demandMatrix-abilene-zhang-5min-20040302-2025.txt,258.02753
demandMatrix-abilene-zhang-5min-20040302-2030.txt,272.502046
demandMatrix-abilene-zhang-5min-20040302-2035.txt,261.65434700000003
demandMatrix-abilene-zhang-5min-20040302-2040.txt,251.62026199999994
demandMatrix-abilene-zhang-5min-20040302-2045.txt,253.06648799999996
demandMatrix-abilene-zhang-5min-20040302-2050.txt,255.26555899999997
demandMatrix-abilene-zhang-5min-20040302-2055.txt,252.07474200000001
demandMatrix-abilene-zhang-5min-20040302-2100.txt,251.353339
demandMatrix-abilene-zhang-5min-20040302-2105.txt,247.75223200000005
demandMatrix-abilene-zhang-5min-20040302-2110.txt,245.26739899999998
demandMatrix-abilene-zhang-5min-20040302-2115.txt,243.738331
demandMatrix-abilene-zhang-5min-20040302-2120.txt,250.67078099999998
demandMatrix-abilene-zhang-5min-20040302-2125.txt,247.57702200000003
demandMatrix-abilene-zhang-5min-20040302-2130.txt,242.003715
demandMatrix-abilene-zhang-5min-20040302-2135.txt,249.246692
demandMatrix-abilene-zhang-5min-20040302-2140.txt,255.671396
demandMatrix-abilene-zhang-5min-20040302-2145.txt,250.782719
demandMatrix-abilene-zhang-5min-20040302-2150.txt,249.16765900000004
demandMatrix-abilene-zhang-5min-20040302-2155.txt,239.78586399999998
demandMatrix-abilene-zhang-5min-20040302-2200.txt,239.128648
demandMatrix-abilene-zhang-5min-20040302-2205.txt,233.30928300000002
demandMatrix-abilene-zhang-5min-20040302-2210.txt,235.42715
demandMatrix-abilene-zhang-5min-20040302-2215.txt,236.47469100000004
demandMatrix-abilene-zhang-5min-20040302-2220.txt,231.353158
demandMatrix-abilene-zhang-5min-20040302-2225.txt,222.396767
demandMatrix-abilene-zhang-5min-20040302-2230.txt,215.40459800000002
demandMatrix-abilene-zhang-5min-20040302-2235.txt,225.66444999999996
demandMatrix-abilene-zhang-5min-20040302-2240.txt,227.371244
demandMatrix-abilene-zhang-5min-20040302-2245.txt,238.312962
demandMatrix-abilene-zhang-5min-20040302-2250.txt,231.85932499999998
demandMatrix-abilene-zhang-5min-20040302-2255.txt,228.550165
demandMatrix-abilene-zhang-5min-20040302-2300.txt,220.113666
demandMatrix-abilene-zhang-5min-20040302-2305.txt,220.081549
demandMatrix-abilene-zhang-5min-20040302-2310.txt,213.54146799999998
demandMatrix-abilene-zhang-5min-20040302-2315.txt,207.43434900000003
demandMatrix-abilene-zhang-5min-20040302-2320.txt,206.88646
demandMatrix-abilene-zhang-5min-20040302-2325.txt,208.10764899999998
demandMatrix-abilene-zhang-5min-20040302-2330.txt,206.68837900000003
demandMatrix-abilene-zhang-5min-20040302-2335.txt,203.75167599999997
demandMatrix-abilene-zhang-5min-20040302-2340.txt,204.176086
demandMatrix-abilene-zhang-5min-20040302-2345.txt,192.75007599999995
demandMatrix-abilene-zhang-5min-20040302-2350.txt,189.42811299999997
demandMatrix-abilene-zhang-5min-20040302-2355.txt,182.29333
demandMatrix-abilene-zhang-5min-20040303-0000.txt,187.914237
demandMatrix-abilene-zhang-5min-20040303-0005.txt,193.1161
demandMatrix-abilene-zhang-5min-20040303-0010.txt,200.79705199999998
demandMatrix-abilene-zhang-5min-20040303-0015.txt,202.10219900000004
demandMatrix-abilene-zhang-5min-20040303-0020.txt,196.598166
demandMatrix-abilene-zhang-5min-20040303-0025.txt,192.664841
demandMatrix-abilene-zhang-5min-20040303-0030.txt,189.396358
demandMatrix-abilene-zhang-5min-20040303-0035.txt,194.66222400000004
demandMatrix-abilene-zhang-5min-20040303-0040.txt,211.22882399999997
demandMatrix-abilene-zhang-5min-20040303-0045.txt,201.590821
demandMatrix-abilene-zhang-5min-20040303-0050.txt,193.12698199999997
demandMatrix-abilene-zhang-5min-20040303-0055.txt,200.540778
demandMatrix-abilene-zhang-5min-20040303-0100.txt,203.106201
demandMatrix-abilene-zhang-5min-20040303-0105.txt,198.17529899999997
demandMatrix-abilene-zhang-5min-20040303-0110.txt,191.49632699999998
demandMatrix-abilene-zhang-5min-20040303-0115.txt,196.185717
demandMatrix-abilene-zhang-5min-20040303-0120.txt,197.59549700000002
demandMatrix-abilene-zhang-5min-20040303-0125.txt,197.882524
demandMatrix-abilene-zhang-5min-20040303-0130.txt,190.33310400000002
demandMatrix-abilene-zhang-5min-20040303-0135.txt,190.83298699999997
demandMatrix-abilene-zhang-5min-20040303-0140.txt,185.302315
demandMatrix-abilene-zhang-5min-20040303-0145.txt,180.778723
demandMatrix-abilene-zhang-5min-20040303-0150.txt,181.947743
demandMatrix-abilene-zhang-5min-20040303-0155.txt,180.632353
demandMatrix-abilene-zhang-5min-20040303-0200.txt,187.60674300000002
demandMatrix-abilene-zhang-5min-20040303-0205.txt,195.34623800000003
demandMatrix-abilene-zhang-5min-20040303-0210.txt,188.64929600000002
demandMatrix-abilene-zhang-5min-20040303-0215.txt,186.296644
demandMatrix-abilene-zhang-5min-20040303-0220.txt,186.027043
demandMatrix-abilene-zhang-5min-20040303-0225.txt,185.48462700000005
demandMatrix-abilene-zhang-5min-20040303-0230.txt,192.124023
