source,LOSAng
demandMatrix-abilene-zhang-5min-20040308-1920.txt,479.247143
demandMatrix-abilene-zhang-5min-20040308-1925.txt,506.42641100000003
demandMatrix-abilene-zhang-5min-20040308-1930.txt,497.3911199999999
demandMatrix-abilene-zhang-5min-20040308-1935.txt,501.570052
demandMatrix-abilene-zhang-5min-20040308-1940.txt,467.065976
demandMatrix-abilene-zhang-5min-20040308-1945.txt,467.844301
demandMatrix-abilene-zhang-5min-20040308-1950.txt,456.883938
demandMatrix-abilene-zhang-5min-20040308-1955.txt,458.59485899999993
demandMatrix-abilene-zhang-5min-20040308-2000.txt,474.141758
demandMatrix-abilene-zhang-5min-20040308-2005.txt,463.438812
demandMatrix-abilene-zhang-5min-20040308-2010.txt,517.427343
demandMatrix-abilene-zhang-5min-20040308-2015.txt,468.65351799999996
demandMatrix-abilene-zhang-5min-20040308-2020.txt,487.933558
demandMatrix-abilene-zhang-5min-20040308-2025.txt,466.405981
demandMatrix-abilene-zhang-5min-20040308-2030.txt,481.237343
demandMatrix-abilene-zhang-5min-20040308-2035.txt,489.5309849999999
demandMatrix-abilene-zhang-5min-20040308-2040.txt,469.2548379999999
demandMatrix-abilene-zhang-5min-20040308-2045.txt,496.03021000000007
demandMatrix-abilene-zhang-5min-20040308-2050.txt,442.52628
demandMatrix-abilene-zhang-5min-20040308-2055.txt,463.87650300000007
demandMatrix-abilene-zhang-5min-20040308-2100.txt,439.048176
demandMatrix-abilene-zhang-5min-20040308-2105.txt,445.2738079999999
demandMatrix-abilene-zhang-5min-20040308-2110.txt,493.00974699999995
demandMatrix-abilene-zhang-5min-20040308-2115.txt,495.808587
demandMatrix-abilene-zhang-5min-20040308-2120.txt,474.947603
demandMatrix-abilene-zhang-5min-20040308-2125.txt,474.22282600000005
demandMatrix-abilene-zhang-5min-20040308-2130.txt,472.627642
demandMatrix-abilene-zhang-5min-20040308-2135.txt,469.716761
demandMatrix-abilene-zhang-5min-20040308-2140.txt,493.2532050000001
demandMatrix-abilene-zhang-5min-20040308-2145.txt,530.917955
demandMatrix-abilene-zhang-5min-20040308-2150.txt,519.7960730000001
demandMatrix-abilene-zhang-5min-20040308-2155.txt,469.893728
demandMatrix-abilene-zhang-5min-20040308-2200.txt,457.081638
demandMatrix-abilene-zhang-5min-20040308-2205.txt,450.91233700000004
demandMatrix-abilene-zhang-5min-20040308-2210.txt,460.391255
demandMatrix-abilene-zhang-5min-20040308-2215.txt,467.889469
demandMatrix-abilene-zhang-5min-20040308-2220.txt,427.22269500000004
demandMatrix-abilene-zhang-5min-20040308-2225.txt,422.161859
demandMatrix-abilene-zhang-5min-20040308-2230.txt,414.143378
demandMatrix-abilene-zhang-5min-20040308-2235.txt,428.0063779999999
demandMatrix-abilene-zhang-5min-20040308-2240.txt,424.966379
demandMatrix-abilene-zhang-5min-20040308-2245.txt,463.218304
demandMatrix-abilene-zhang-5min-20040308-2250.txt,448.7282129999999
demandMatrix-abilene-zhang-5min-20040308-2255.txt,472.062457
demandMatrix-abilene-zhang-5min-20040308-2300.txt,474.162133
demandMatrix-abilene-zhang-5min-20040308-2305.txt,443.022138
demandMatrix-abilene-zhang-5min-20040308-2310.txt,510.80055899999996
demandMatrix-abilene-zhang-5min-20040308-2315.txt,452.28662399999996
demandMatrix-abilene-zhang-5min-20040308-2320.txt,454.170792
demandMatrix-abilene-zhang-5min-20040308-2325.txt,405.81688899999995
demandMatrix-abilene-zhang-5min-20040308-2330.txt,436.79072599999995
demandMatrix-abilene-zhang-5min-20040308-2335.txt,445.303002
demandMatrix-abilene-zhang-5min-20040308-2340.txt,422.029278
demandMatrix-abilene-zhang-5min-20040308-2345.txt,455.20628800000003
demandMatrix-abilene-zhang-5min-20040308-2350.txt,388.05105000000003
demandMatrix-abilene-zhang-5min-20040308-2355.txt,408.6180039999999
demandMatrix-abilene-zhang-5min-20040309-0000.txt,400.397499
demandMatrix-abilene-zhang-5min-20040309-0005.txt,396.60271100000006
demandMatrix-abilene-zhang-5min-20040309-0010.txt,457.476462
demandMatrix-abilene-zhang-5min-20040309-0015.txt,440.77970100000005
demandMatrix-abilene-zhang-5min-20040309-0020.txt,409.390304
demandMatrix-abilene-zhang-5min-20040309-0025.txt,406.21797599999996
demandMatrix-abilene-zhang-5min-20040309-0030.txt,408.718139
demandMatrix-abilene-zhang-5min-20040309-0035.txt,394.003739
demandMatrix-abilene-zhang-5min-20040309-0040.txt,408.70857
demandMatrix-abilene-zhang-5min-20040309-0045.txt,391.12196900000004
demandMatrix-abilene-zhang-5min-20040309-0050.txt,406.6001060000001
demandMatrix-abilene-zhang-5min-20040309-0055.txt,382.50761900000003
demandMatrix-abilene-zhang-5min-20040309-0100.txt,398.093082
demandMatrix-abilene-zhang-5min-20040309-0105.txt,400.36266000000006
demandMatrix-abilene-zhang-5min-20040309-0110.txt,380.71849000000003
demandMatrix-abilene-zhang-5min-20040309-0115.txt,414.16339999999997
demandMatrix-abilene-zhang-5min-20040309-0120.txt,384.766538
demandMatrix-abilene-zhang-5min-20040309-0125.txt,410.76176
demandMatrix-abilene-zhang-5min-20040309-0130.txt,393.73246900000004
demandMatrix-abilene-zhang-5min-20040309-0135.txt,392.01966899999996
demandMatrix-abilene-zhang-5min-20040309-0140.txt,380.246703
demandMatrix-abilene-zhang-5min-20040309-0145.txt,398.4498239999999
demandMatrix-abilene-zhang-5min-20040309-0150.txt,378.282404
demandMatrix-abilene-zhang-5min-20040309-0155.txt,385.89917199999996
demandMatrix-abilene-zhang-5min-20040309-0200.txt,416.662356
demandMatrix-abilene-zhang-5min-20040309-0205.txt,416.893029
demandMatrix-abilene-zhang-5min-20040309-0210.txt,413.578745
demandMatrix-abilene-zhang-5min-20040309-0215.txt,408.739371
demandMatrix-abilene-zhang-5min-20040309-0220.txt,491.224893
demandMatrix-abilene-zhang-5min-20040309-0225.txt,493.15524899999997
demandMatrix-abilene-zhang-5min-20040309-0230.txt,660.3097170000001
demandMatrix-abilene-zhang-5min-20040309-0235.txt,696.561952
demandMatrix-abilene-zhang-5min-20040309-0240.txt,419.56352599999997
demandMatrix-abilene-zhang-5min-20040309-0245.txt,407.69820400000003
demandMatrix-abilene-zhang-5min-20040309-0250.txt,372.806226
demandMatrix-abilene-zhang-5min-20040309-0255.txt,358.516658
demandMatrix-abilene-zhang-5min-20040309-0300.txt,378.664203
demandMatrix-abilene-zhang-5min-20040309-0305.txt,369.009252
demandMatrix-abilene-zhang-5min-20040309-0310.txt,379.573486
demandMatrix-abilene-zhang-5min-20040309-0315.txt,425.608205
demandMatrix-abilene-zhang-5min-20040309-0320.txt,381.12330399999996
demandMatrix-abilene-zhang-5min-20040309-0325.txt,374.746687
demandMatrix-abilene-zhang-5min-20040309-0330.txt,384.70629599999995
demandMatrix-abilene-zhang-5min-20040309-0335.txt,375.323713
demandMatrix-abilene-zhang-5min-20040309-0340.txt,372.47888200000006
demandMatrix-abilene-zhang-5min-20040309-0345.txt,357.285429
demandMatrix-abilene-zhang-5min-20040309-0350.txt,351.26940600000006
demandMatrix-abilene-zhang-5min-20040309-0355.txt,331.38142000000005
demandMatrix-abilene-zhang-5min-20040309-0400.txt,335.328546
demandMatrix-abilene-zhang-5min-20040309-0405.txt,353.281152
demandMatrix-abilene-zhang-5min-20040309-0410.txt,329.841978
demandMatrix-abilene-zhang-5min-20040309-0415.txt,372.9406059999999
demandMatrix-abilene-zhang-5min-20040309-0420.txt,329.22748
demandMatrix-abilene-zhang-5min-20040309-0425.txt,334.875627
demandMatrix-abilene-zhang-5min-20040309-0430.txt,353.12234400000006
demandMatrix-abilene-zhang-5min-20040309-0435.txt,359.239724
demandMatrix-abilene-zhang-5min-20040309-0440.txt,362.756082
demandMatrix-abilene-zhang-5min-20040309-0445.txt,378.619867
demandMatrix-abilene-zhang-5min-20040309-0450.txt,332.209328
demandMatrix-abilene-zhang-5min-20040309-0455.txt,330.277613
demandMatrix-abilene-zhang-5min-20040309-0500.txt,339.826968
demandMatrix-abilene-zhang-5min-20040309-0505.txt,339.167657
demandMatrix-abilene-zhang-5min-20040309-0510.txt,364.02726599999994
demandMatrix-abilene-zhang-5min-20040309-0515.txt,362.5786119999999
demandMatrix-abilene-zhang-5min-20040309-0520.txt,362.68197299999997
demandMatrix-abilene-zhang-5min-20040309-0525.txt,352.101604
demandMatrix-abilene-zhang-5min-20040309-0530.txt,379.39829
demandMatrix-abilene-zhang-5min-20040309-0535.txt,383.301035
demandMatrix-abilene-zhang-5min-20040309-0540.txt,368.785825
demandMatrix-abilene-zhang-5min-20040309-0545.txt,349.8905449999999
demandMatrix-abilene-zhang-5min-20040309-0550.txt,347.32947200000007
demandMatrix-abilene-zhang-5min-20040309-0555.txt,332.391907
demandMatrix-abilene-zhang-5min-20040309-0600.txt,334.690349
demandMatrix-abilene-zhang-5min-20040309-0605.txt,323.414768
demandMatrix-abilene-zhang-5min-20040309-0610.txt,320.946959
demandMatrix-abilene-zhang-5min-20040309-0615.txt,342.39364800000004
demandMatrix-abilene-zhang-5min-20040309-0620.txt,317.367731
demandMatrix-abilene-zhang-5min-20040309-0625.txt,322.820336
demandMatrix-abilene-zhang-5min-20040309-0630.txt,324.25011599999993
demandMatrix-abilene-zhang-5min-20040309-0635.txt,296.17397900000003
demandMatrix-abilene-zhang-5min-20040309-0640.txt,322.7482959999999
demandMatrix-abilene-zhang-5min-20040309-0645.txt,320.500848
demandMatrix-abilene-zhang-5min-20040309-0650.txt,330.448775
demandMatrix-abilene-zhang-5min-20040309-0655.txt,322.42667300000005
demandMatrix-abilene-zhang-5min-20040309-0700.txt,301.002673
demandMatrix-abilene-zhang-5min-20040309-0705.txt,311.987545
demandMatrix-abilene-zhang-5min-20040309-0710.txt,300.81031700000005
demandMatrix-abilene-zhang-5min-20040309-0715.txt,325.26597100000004
demandMatrix-abilene-zhang-5min-20040309-0720.txt,312.198119
demandMatrix-abilene-zhang-5min-20040309-0725.txt,341.47097900000006
demandMatrix-abilene-zhang-5min-20040309-0730.txt,323.170025
demandMatrix-abilene-zhang-5min-20040309-0735.txt,336.87932
demandMatrix-abilene-zhang-5min-20040309-0740.txt,337.215547
demandMatrix-abilene-zhang-5min-20040309-0745.txt,366.07762199999996
demandMatrix-abilene-zhang-5min-20040309-0750.txt,330.729881
demandMatrix-abilene-zhang-5min-20040309-0755.txt,307.832455
demandMatrix-abilene-zhang-5min-20040309-0800.txt,329.94501899999995
demandMatrix-abilene-zhang-5min-20040309-0805.txt,341.62442999999996
demandMatrix-abilene-zhang-5min-20040309-0810.txt,344.509056
demandMatrix-abilene-zhang-5min-20040309-0815.txt,322.588555
demandMatrix-abilene-zhang-5min-20040309-0820.txt,350.6135519999999
demandMatrix-abilene-zhang-5min-20040309-0825.txt,328.7678690000001
demandMatrix-abilene-zhang-5min-20040309-0830.txt,346.207487
demandMatrix-abilene-zhang-5min-20040309-0835.txt,347.793505
demandMatrix-abilene-zhang-5min-20040309-0840.txt,364.107665
demandMatrix-abilene-zhang-5min-20040309-0845.txt,352.44594200000006
demandMatrix-abilene-zhang-5min-20040309-0850.txt,359.85449500000004
demandMatrix-abilene-zhang-5min-20040309-0855.txt,349.51168099999995
demandMatrix-abilene-zhang-5min-20040309-0900.txt,352.743924
demandMatrix-abilene-zhang-5min-20040309-0905.txt,357.94460699999996
demandMatrix-abilene-zhang-5min-20040309-0910.txt,334.97662
demandMatrix-abilene-zhang-5min-20040309-0915.txt,354.36022700000007
demandMatrix-abilene-zhang-5min-20040309-0920.txt,330.182947
demandMatrix-abilene-zhang-5min-20040309-0925.txt,344.58667499999996
demandMatrix-abilene-zhang-5min-20040309-0930.txt,338.154028
demandMatrix-abilene-zhang-5min-20040309-0935.txt,349.245923
demandMatrix-abilene-zhang-5min-20040309-0940.txt,372.968718
demandMatrix-abilene-zhang-5min-20040309-0945.txt,332.546995
demandMatrix-abilene-zhang-5min-20040309-0950.txt,338.27055199999995
demandMatrix-abilene-zhang-5min-20040309-0955.txt,343.01059
demandMatrix-abilene-zhang-5min-20040309-1000.txt,347.296769
demandMatrix-abilene-zhang-5min-20040309-1005.txt,353.442543
demandMatrix-abilene-zhang-5min-20040309-1010.txt,342.718252
demandMatrix-abilene-zhang-5min-20040309-1015.txt,368.359144
demandMatrix-abilene-zhang-5min-20040309-1020.txt,344.371059
demandMatrix-abilene-zhang-5min-20040309-1025.txt,357.37422200000003
demandMatrix-abilene-zhang-5min-20040309-1030.txt,328.42526699999996
demandMatrix-abilene-zhang-5min-20040309-1035.txt,335.82948500000003
demandMatrix-abilene-zhang-5min-20040309-1040.txt,332.714557
demandMatrix-abilene-zhang-5min-20040309-1045.txt,358.260528
demandMatrix-abilene-zhang-5min-20040309-1050.txt,322.8392079999999
demandMatrix-abilene-zhang-5min-20040309-1055.txt,320.42595700000004
demandMatrix-abilene-zhang-5min-20040309-1100.txt,312.11123299999997
demandMatrix-abilene-zhang-5min-20040309-1105.txt,315.010267
demandMatrix-abilene-zhang-5min-20040309-1110.txt,342.77028099999995
demandMatrix-abilene-zhang-5min-20040309-1115.txt,327.598482
demandMatrix-abilene-zhang-5min-20040309-1120.txt,324.423157
demandMatrix-abilene-zhang-5min-20040309-1125.txt,314.005097
demandMatrix-abilene-zhang-5min-20040309-1130.txt,321.07507300000003
demandMatrix-abilene-zhang-5min-20040309-1135.txt,352.334668
demandMatrix-abilene-zhang-5min-20040309-1140.txt,325.512502
demandMatrix-abilene-zhang-5min-20040309-1145.txt,351.062408
demandMatrix-abilene-zhang-5min-20040309-1150.txt,308.038069
demandMatrix-abilene-zhang-5min-20040309-1155.txt,324.656526
demandMatrix-abilene-zhang-5min-20040309-1200.txt,316.972598
demandMatrix-abilene-zhang-5min-20040309-1205.txt,325.370093
demandMatrix-abilene-zhang-5min-20040309-1210.txt,301.791093
demandMatrix-abilene-zhang-5min-20040309-1215.txt,334.728761
demandMatrix-abilene-zhang-5min-20040309-1220.txt,315.247551
demandMatrix-abilene-zhang-5min-20040309-1225.txt,315.34937
demandMatrix-abilene-zhang-5min-20040309-1230.txt,319.75593399999997
demandMatrix-abilene-zhang-5min-20040309-1235.txt,325.89708199999995
demandMatrix-abilene-zhang-5min-20040309-1240.txt,331.2681760000001
demandMatrix-abilene-zhang-5min-20040309-1245.txt,328.630471
demandMatrix-abilene-zhang-5min-20040309-1250.txt,347.97307400000005
demandMatrix-abilene-zhang-5min-20040309-1255.txt,333.258821
demandMatrix-abilene-zhang-5min-20040309-1300.txt,339.75047100000006
demandMatrix-abilene-zhang-5min-20040309-1305.txt,348.95284599999997
demandMatrix-abilene-zhang-5min-20040309-1310.txt,333.84729300000004
demandMatrix-abilene-zhang-5min-20040309-1315.txt,357.39632000000006
demandMatrix-abilene-zhang-5min-20040309-1320.txt,330.418459
demandMatrix-abilene-zhang-5min-20040309-1325.txt,372.9531280000001
demandMatrix-abilene-zhang-5min-20040309-1330.txt,363.70463700000005
demandMatrix-abilene-zhang-5min-20040309-1335.txt,377.04064500000004
demandMatrix-abilene-zhang-5min-20040309-1340.txt,377.97676199999995
demandMatrix-abilene-zhang-5min-20040309-1345.txt,397.51482500000003
demandMatrix-abilene-zhang-5min-20040309-1350.txt,364.658229
demandMatrix-abilene-zhang-5min-20040309-1355.txt,379.734051
demandMatrix-abilene-zhang-5min-20040309-1400.txt,395.682732
demandMatrix-abilene-zhang-5min-20040309-1405.txt,397.898547
demandMatrix-abilene-zhang-5min-20040309-1410.txt,412.8027359999999
demandMatrix-abilene-zhang-5min-20040309-1415.txt,382.458734
demandMatrix-abilene-zhang-5min-20040309-1420.txt,411.716045
demandMatrix-abilene-zhang-5min-20040309-1425.txt,388.856713
demandMatrix-abilene-zhang-5min-20040309-1430.txt,400.59455099999997
demandMatrix-abilene-zhang-5min-20040309-1435.txt,417.85947000000004
demandMatrix-abilene-zhang-5min-20040309-1440.txt,406.145323
demandMatrix-abilene-zhang-5min-20040309-1445.txt,445.51517099999995
demandMatrix-abilene-zhang-5min-20040309-1450.txt,396.300594
demandMatrix-abilene-zhang-5min-20040309-1455.txt,419.93229899999994
demandMatrix-abilene-zhang-5min-20040309-1500.txt,395.9983569999999
demandMatrix-abilene-zhang-5min-20040309-1505.txt,389.519041
demandMatrix-abilene-zhang-5min-20040309-1510.txt,398.03784099999996
demandMatrix-abilene-zhang-5min-20040309-1515.txt,433.66853599999996
demandMatrix-abilene-zhang-5min-20040309-1520.txt,410.9781070000001
demandMatrix-abilene-zhang-5min-20040309-1525.txt,399.10349599999995
demandMatrix-abilene-zhang-5min-20040309-1530.txt,395.65551700000003
demandMatrix-abilene-zhang-5min-20040309-1535.txt,395.15869999999995
demandMatrix-abilene-zhang-5min-20040309-1540.txt,404.76413699999995
demandMatrix-abilene-zhang-5min-20040309-1545.txt,439.011595
demandMatrix-abilene-zhang-5min-20040309-1550.txt,397.85638500000005
demandMatrix-abilene-zhang-5min-20040309-1555.txt,390.80381800000004
demandMatrix-abilene-zhang-5min-20040309-1600.txt,401.03768399999996
demandMatrix-abilene-zhang-5min-20040309-1605.txt,410.73152000000005
demandMatrix-abilene-zhang-5min-20040309-1610.txt,410.102493
demandMatrix-abilene-zhang-5min-20040309-1615.txt,466.19747500000005
demandMatrix-abilene-zhang-5min-20040309-1620.txt,476.93546499999997
demandMatrix-abilene-zhang-5min-20040309-1625.txt,486.290515
demandMatrix-abilene-zhang-5min-20040309-1630.txt,453.268909
demandMatrix-abilene-zhang-5min-20040309-1635.txt,474.548175
demandMatrix-abilene-zhang-5min-20040309-1640.txt,465.16356699999994
demandMatrix-abilene-zhang-5min-20040309-1645.txt,482.17109899999997
demandMatrix-abilene-zhang-5min-20040309-1650.txt,434.08236199999993
demandMatrix-abilene-zhang-5min-20040309-1655.txt,428.46966799999996
demandMatrix-abilene-zhang-5min-20040309-1700.txt,448.91488000000004
demandMatrix-abilene-zhang-5min-20040309-1705.txt,447.94087499999995
demandMatrix-abilene-zhang-5min-20040309-1710.txt,452.611415
demandMatrix-abilene-zhang-5min-20040309-1715.txt,470.44187900000003
demandMatrix-abilene-zhang-5min-20040309-1720.txt,443.903209
demandMatrix-abilene-zhang-5min-20040309-1725.txt,432.0861309999999
demandMatrix-abilene-zhang-5min-20040309-1730.txt,446.4399169999999
demandMatrix-abilene-zhang-5min-20040309-1735.txt,453.542125
demandMatrix-abilene-zhang-5min-20040309-1740.txt,424.21642499999996
demandMatrix-abilene-zhang-5min-20040309-1745.txt,451.566942
demandMatrix-abilene-zhang-5min-20040309-1750.txt,424.216419
demandMatrix-abilene-zhang-5min-20040309-1755.txt,427.70266699999996
demandMatrix-abilene-zhang-5min-20040309-1800.txt,418.82265800000005
demandMatrix-abilene-zhang-5min-20040309-1805.txt,450.419579
demandMatrix-abilene-zhang-5min-20040309-1810.txt,439.59498299999996
demandMatrix-abilene-zhang-5min-20040309-1815.txt,446.0993769999999
demandMatrix-abilene-zhang-5min-20040309-1820.txt,430.45942700000006
demandMatrix-abilene-zhang-5min-20040309-1825.txt,434.86531700000006
demandMatrix-abilene-zhang-5min-20040309-1830.txt,439.413643
demandMatrix-abilene-zhang-5min-20040309-1835.txt,433.59995599999996
demandMatrix-abilene-zhang-5min-20040309-1840.txt,465.350149
demandMatrix-abilene-zhang-5min-20040309-1845.txt,447.425529
demandMatrix-abilene-zhang-5min-20040309-1850.txt,436.35421900000006
demandMatrix-abilene-zhang-5min-20040309-1855.txt,419.242312
demandMatrix-abilene-zhang-5min-20040309-1900.txt,419.95333300000004
demandMatrix-abilene-zhang-5min-20040309-1905.txt,443.016507
demandMatrix-abilene-zhang-5min-20040309-1910.txt,451.098891
demandMatrix-abilene-zhang-5min-20040309-1915.txt,459.839385
demandMatrix-abilene-zhang-5min-20040309-1920.txt,448.03015500000004
demandMatrix-abilene-zhang-5min-20040309-1925.txt,469.212771
demandMatrix-abilene-zhang-5min-20040309-1930.txt,477.47398300000003
demandMatrix-abilene-zhang-5min-20040309-1935.txt,476.17134300000004
demandMatrix-abilene-zhang-5min-20040309-1940.txt,471.61060399999997
demandMatrix-abilene-zhang-5min-20040309-1945.txt,497.189301
demandMatrix-abilene-zhang-5min-20040309-1950.txt,468.15568199999996
demandMatrix-abilene-zhang-5min-20040309-1955.txt,433.21606299999996
demandMatrix-abilene-zhang-5min-20040309-2000.txt,439.6245950000001
demandMatrix-abilene-zhang-5min-20040309-2005.txt,433.60527999999994
demandMatrix-abilene-zhang-5min-20040309-2010.txt,436.32672700000006
demandMatrix-abilene-zhang-5min-20040309-2015.txt,436.51042300000006
demandMatrix-abilene-zhang-5min-20040309-2020.txt,467.60977099999997
demandMatrix-abilene-zhang-5min-20040309-2025.txt,451.89606799999996
demandMatrix-abilene-zhang-5min-20040309-2030.txt,432.21193900000003
demandMatrix-abilene-zhang-5min-20040309-2035.txt,445.22904700000004
demandMatrix-abilene-zhang-5min-20040309-2040.txt,444.684218
demandMatrix-abilene-zhang-5min-20040309-2045.txt,461.07664100000005
demandMatrix-abilene-zhang-5min-20040309-2050.txt,419.19644999999997
demandMatrix-abilene-zhang-5min-20040309-2055.txt,446.30121399999996
demandMatrix-abilene-zhang-5min-20040309-2100.txt,414.21588700000007
demandMatrix-abilene-zhang-5min-20040309-2105.txt,424.6054670000001
demandMatrix-abilene-zhang-5min-20040309-2110.txt,426.630233
demandMatrix-abilene-zhang-5min-20040309-2115.txt,453.242422
demandMatrix-abilene-zhang-5min-20040309-2120.txt,440.59465
demandMatrix-abilene-zhang-5min-20040309-2125.txt,416.184997
demandMatrix-abilene-zhang-5min-20040309-2130.txt,419.008771
demandMatrix-abilene-zhang-5min-20040309-2135.txt,431.976681
demandMatrix-abilene-zhang-5min-20040309-2140.txt,463.45375
demandMatrix-abilene-zhang-5min-20040309-2145.txt,458.257261
demandMatrix-abilene-zhang-5min-20040309-2150.txt,443.628509
demandMatrix-abilene-zhang-5min-20040309-2155.txt,402.823746
demandMatrix-abilene-zhang-5min-20040309-2200.txt,405.33205599999997
demandMatrix-abilene-zhang-5min-20040309-2205.txt,419.86549799999995
demandMatrix-abilene-zhang-5min-20040309-2210.txt,429.76982499999997
demandMatrix-abilene-zhang-5min-20040309-2215.txt,421.34466499999996
demandMatrix-abilene-zhang-5min-20040309-2220.txt,416.661063
demandMatrix-abilene-zhang-5min-20040309-2225.txt,438.0561119999999
demandMatrix-abilene-zhang-5min-20040309-2230.txt,399.71614200000005
demandMatrix-abilene-zhang-5min-20040309-2235.txt,465.76572699999997
demandMatrix-abilene-zhang-5min-20040309-2240.txt,399.76949299999995
demandMatrix-abilene-zhang-5min-20040309-2245.txt,446.593094
demandMatrix-abilene-zhang-5min-20040309-2250.txt,391.177899
demandMatrix-abilene-zhang-5min-20040309-2255.txt,372.9497999999999
demandMatrix-abilene-zhang-5min-20040309-2300.txt,430.29691699999995
demandMatrix-abilene-zhang-5min-20040309-2305.txt,391.927579
demandMatrix-abilene-zhang-5min-20040309-2310.txt,450.668962
demandMatrix-abilene-zhang-5min-20040309-2315.txt,400.242915
demandMatrix-abilene-zhang-5min-20040309-2320.txt,405.90481099999994
demandMatrix-abilene-zhang-5min-20040309-2325.txt,385.331459
demandMatrix-abilene-zhang-5min-20040309-2330.txt,403.85440199999994
demandMatrix-abilene-zhang-5min-20040309-2335.txt,418.755454
demandMatrix-abilene-zhang-5min-20040309-2340.txt,427.746602
demandMatrix-abilene-zhang-5min-20040309-2345.txt,436.468043
demandMatrix-abilene-zhang-5min-20040309-2350.txt,390.79130799999996
demandMatrix-abilene-zhang-5min-20040309-2355.txt,405.02127499999995
demandMatrix-abilene-zhang-5min-20040310-0000.txt,392.47344499999997
demandMatrix-abilene-zhang-5min-20040310-0005.txt,398.48742699999997
demandMatrix-abilene-zhang-5min-20040310-0010.txt,435.535166
demandMatrix-abilene-zhang-5min-20040310-0015.txt,415.63553900000005
demandMatrix-abilene-zhang-5min-20040310-0020.txt,369.59869499999996
demandMatrix-abilene-zhang-5min-20040310-0025.txt,360.161868
demandMatrix-abilene-zhang-5min-20040310-0030.txt,356.059416
demandMatrix-abilene-zhang-5min-20040310-0035.txt,367.191087
demandMatrix-abilene-zhang-5min-20040310-0040.txt,374.221362
demandMatrix-abilene-zhang-5min-20040310-0045.txt,363.912002
demandMatrix-abilene-zhang-5min-20040310-0050.txt,350.907956
demandMatrix-abilene-zhang-5min-20040310-0055.txt,337.62515200000007
demandMatrix-abilene-zhang-5min-20040310-0100.txt,351.64066
demandMatrix-abilene-zhang-5min-20040310-0105.txt,370.38780600000007
demandMatrix-abilene-zhang-5min-20040310-0110.txt,410.9176959999999
